,anomaly_type,type,is_clustered,ready,pre_script_start,pre_script_end,submit,stage_in_start,stage_in_end,execute_start,execute_end,stage_out_start,stage_out_end,post_script_start,post_script_end,wms_delay,pre_script_delay,queue_delay,runtime,post_script_delay,stage_in_delay,stage_in_bytes,stage_out_delay,stage_out_bytes,kickstart_user,kickstart_site,kickstart_hostname,kickstart_transformations,kickstart_executables,kickstart_executables_argv,kickstart_executables_cpu_time,kickstart_status,kickstart_executables_exitcode
create_dir_predict-future-sales_0_local,None,auxiliary,0,1677062778.0,,,1677062779.0,,,1677062783.0,1677062789.0,,,1677062789.0,1677062794.0,1.0,,4.0,6.0,5.0,,,,,poseidon,local,host-10-100-100-12.openstacklocal,pegasus::dirmanager,/home/poseidon/pegasus-5.1.0panorama/bin/pegasus-transfer,pegasus-kickstart  -n pegasus::dirmanager -N null -i - -R local  -L predict-future-sales -T 2023-02-17T19:59:06+00:00 pegasus-transfer,0.3,0,0
create_dir_predict-future-sales_0_condorpool,None,auxiliary,0,1677062778.0,,,1677062779.0,,,1677062783.0,1677062789.0,,,1677062789.0,1677062794.0,1.0,,4.0,6.0,5.0,,,,,poseidon,local,host-10-100-100-12.openstacklocal,pegasus::dirmanager,/home/poseidon/pegasus-5.1.0panorama/bin/pegasus-transfer,pegasus-kickstart  -n pegasus::dirmanager -N null -i - -R local  -L predict-future-sales -T 2023-02-17T19:59:06+00:00 pegasus-transfer,0.3,0,0
stage_in_local_local_4_0,None,transfer,0,1677062794.0,,,1677062799.0,1677062800.0,1677062802.0,1677062799.0,1677062809.0,,,1677062809.0,1677062814.0,5.0,,0.0,10.0,5.0,2.0,12577.0,,,poseidon,local,host-10-100-100-12.openstacklocal,pegasus::transfer,/home/poseidon/pegasus-5.1.0panorama/bin/pegasus-transfer,pegasus-kickstart  -n pegasus::transfer -N null -i - -R local  -L predict-future-sales -T 2023-02-17T19:59:06+00:00 pegasus-transfer  --threads 2,0.4,0,0
stage_in_local_condorpool_8_0,None,transfer,0,1677062794.0,,,1677062799.0,1677062800.0,1677062803.0,1677062799.0,1677062809.0,,,1677062809.0,1677062814.0,5.0,,0.0,10.0,5.0,3.0,2368.0,,,poseidon,local,host-10-100-100-12.openstacklocal,pegasus::transfer,/home/poseidon/pegasus-5.1.0panorama/bin/pegasus-transfer,pegasus-kickstart  -n pegasus::transfer -N null -i - -R local  -L predict-future-sales -T 2023-02-17T19:59:06+00:00 pegasus-transfer  --threads 2,0.4,0,0
stage_in_local_condorpool_3_0,None,transfer,0,1677062794.0,,,1677062799.0,1677062800.0,1677062804.0,1677062799.0,1677062809.0,,,1677062809.0,1677062814.0,5.0,,0.0,10.0,5.0,4.0,12704.0,,,poseidon,local,host-10-100-100-12.openstacklocal,pegasus::transfer,/home/poseidon/pegasus-5.1.0panorama/bin/pegasus-transfer,pegasus-kickstart  -n pegasus::transfer -N null -i - -R local  -L predict-future-sales -T 2023-02-17T19:59:06+00:00 pegasus-transfer  --threads 2,0.6,0,0
stage_in_local_condorpool_2_0,None,transfer,0,1677062794.0,,,1677062799.0,1677062800.0,1677062805.0,1677062799.0,1677062814.0,,,1677062814.0,1677062819.0,5.0,,0.0,15.0,5.0,5.0,55480.0,,,poseidon,local,host-10-100-100-12.openstacklocal,pegasus::transfer,/home/poseidon/pegasus-5.1.0panorama/bin/pegasus-transfer,pegasus-kickstart  -n pegasus::transfer -N null -i - -R local  -L predict-future-sales -T 2023-02-17T19:59:06+00:00 pegasus-transfer  --threads 2,1.0,0,0
stage_in_local_condorpool_1_0,None,transfer,0,1677062794.0,,,1677062799.0,1677062800.0,1677062804.0,1677062799.0,1677062809.0,,,1677062809.0,1677062814.0,5.0,,0.0,10.0,5.0,4.0,15640.0,,,poseidon,local,host-10-100-100-12.openstacklocal,pegasus::transfer,/home/poseidon/pegasus-5.1.0panorama/bin/pegasus-transfer,pegasus-kickstart  -n pegasus::transfer -N null -i - -R local  -L predict-future-sales -T 2023-02-17T19:59:06+00:00 pegasus-transfer  --threads 2,0.6,0,0
stage_in_local_condorpool_0_0,None,transfer,0,1677062794.0,,,1677062799.0,1677062800.0,1677062809.0,1677062799.0,1677062819.0,,,1677062819.0,1677062824.0,5.0,,0.0,20.0,5.0,9.0,936801734.0,,,poseidon,local,host-10-100-100-12.openstacklocal,pegasus::transfer,/home/poseidon/pegasus-5.1.0panorama/bin/pegasus-transfer,pegasus-kickstart  -n pegasus::transfer -N null -i - -R local  -L predict-future-sales -T 2023-02-17T19:59:06+00:00 pegasus-transfer  --threads 2,5.7,0,0
stage_in_local_condorpool_7_0,None,transfer,0,1677062794.0,,,1677062799.0,1677062800.0,1677062803.0,1677062799.0,1677062809.0,,,1677062809.0,1677062814.0,5.0,,0.0,10.0,5.0,3.0,3488.0,,,poseidon,local,host-10-100-100-12.openstacklocal,pegasus::transfer,/home/poseidon/pegasus-5.1.0panorama/bin/pegasus-transfer,pegasus-kickstart  -n pegasus::transfer -N null -i - -R local  -L predict-future-sales -T 2023-02-17T19:59:06+00:00 pegasus-transfer  --threads 2,0.4,0,0
stage_in_local_condorpool_6_0,None,transfer,0,1677062794.0,,,1677062799.0,1677062800.0,1677062803.0,1677062799.0,1677062809.0,,,1677062809.0,1677062814.0,5.0,,0.0,10.0,5.0,3.0,7870.0,,,poseidon,local,host-10-100-100-12.openstacklocal,pegasus::transfer,/home/poseidon/pegasus-5.1.0panorama/bin/pegasus-transfer,pegasus-kickstart  -n pegasus::transfer -N null -i - -R local  -L predict-future-sales -T 2023-02-17T19:59:06+00:00 pegasus-transfer  --threads 2,0.4,0,0
preprocess_ID0000003,None,compute,0,1677062824.0,,,1677062829.0,1677062800.0,1677062819.0,1677062840.0,1677062889.0,1677062831.0,1677062838.0,1677062889.0,1677062894.0,5.0,,11.0,49.0,5.0,19.0,467356066.0,7.0,160257914.0,poseidon,condorpool,poseidon-worker-2-container-0-7,preprocess,/srv/preprocess,,4.3,0,0
nlp_ID0000002,None,compute,0,1677062824.0,,,1677062829.0,1677062800.0,1677062816.0,1677062840.0,1677063249.0,1677063197.0,1677063201.0,1677063249.0,1677063254.0,5.0,,11.0,409.0,5.0,16.0,369033604.0,4.0,2755872.0,poseidon,condorpool,poseidon-worker-3-container-16-23,nlp,/srv/nlp,,1591.1,0,0
eda_ID0000001,hdd_10,compute,0,1677062824.0,,,1677062829.0,1677062800.0,1677062828.0,1677062840.0,1677062939.0,1677062883.0,1677062887.0,1677062939.0,1677062944.0,5.0,,11.0,99.0,5.0,28.0,464177772.0,4.0,1195277.0,poseidon,condorpool,poseidon-worker-3-container-24-31,eda,/srv/eda,,35.9,0,0
feature_eng_1_ID0000005,None,compute,0,1677062894.0,,,1677062899.0,1677062881.0,1677062899.0,1677062921.0,1677062984.0,1677062923.0,1677062933.0,1677062984.0,1677062989.0,5.0,,22.0,63.0,5.0,18.0,528250191.0,10.0,393324463.0,poseidon,condorpool,poseidon-worker-2-container-0-7,feature_eng_1,/srv/feature_eng_1,,15.9,0,0
feature_eng_0_ID0000004,None,compute,0,1677062894.0,,,1677062899.0,1677062860.0,1677062877.0,1677062901.0,1677062944.0,1677062888.0,1677062892.0,1677062944.0,1677062949.0,5.0,,2.0,43.0,5.0,17.0,369949088.0,4.0,893320.0,poseidon,condorpool,poseidon-worker-2-container-0-7,feature_eng_0,/srv/feature_eng_0,,5.0,0,0
feature_eng_5_ID0000009,None,compute,0,1677062989.0,,,1677062994.0,1677062956.0,1677062985.0,1677062996.0,1677063284.0,1677063218.0,1677063232.0,1677063284.0,1677063289.0,5.0,,2.0,288.0,5.0,29.0,856820455.0,14.0,655540227.0,poseidon,condorpool,poseidon-worker-2-container-0-7,feature_eng_5,/srv/feature_eng_5,,223.3,0,0
stage_out_local_condorpool_1_0,None,transfer,0,1677062989.0,,,1677062994.0,,,1677062994.0,1677063004.0,1677062994.0,1677062999.0,1677063004.0,1677063009.0,5.0,,0.0,10.0,5.0,,,5.0,394217783.0,poseidon,local,host-10-100-100-12.openstacklocal,pegasus::transfer,/home/poseidon/pegasus-5.1.0panorama/bin/pegasus-transfer,pegasus-kickstart  -n pegasus::transfer -N null -i - -R local  -L predict-future-sales -T 2023-02-17T19:59:06+00:00 pegasus-transfer  --threads 2,2.2,0,0
feature_eng_3_ID0000007,None,compute,0,1677062989.0,,,1677062994.0,1677062955.0,1677062979.0,1677062995.0,1677063169.0,1677063097.0,1677063119.0,1677063169.0,1677063174.0,5.0,,1.0,174.0,5.0,24.0,762217561.0,22.0,1179971921.0,poseidon,condorpool,poseidon-worker-2-container-0-7,feature_eng_3,/srv/feature_eng_3,,106.0,0,0
