,anomaly_type,type,is_clustered,ready,pre_script_start,pre_script_end,submit,execute_start,execute_end,post_script_start,post_script_end,wms_delay,pre_script_delay,queue_delay,runtime,post_script_delay,stage_in_delay,stage_in_bytes,stage_out_delay,stage_out_bytes,kickstart_user,kickstart_site,kickstart_hostname,kickstart_transformations,kickstart_executables,kickstart_executables_argv,kickstart_executables_cpu_time,kickstart_status,kickstart_executables_exitcode
create_dir_1000-genome_0_condorpool,normal,auxiliary,0,1662204349.0,,,1662204350.0,1662204354.0,1662204360.0,1662204360.0,1662204365.0,1.0,,4.0,6.0,5.0,,,,,poseidon,local,host-10-100-100-233.openstacklocal,pegasus::dirmanager,/home/poseidon/pegasus-5.1.0panorama/bin/pegasus-transfer,-n pegasus::dirmanager -N null -i - -R local  -L 1000-genome -T 2022-08-03T06:30:23+00:00 /home/poseidon/pegasus-5.1.0panorama/bin/../bin/pegasus-transfer,0.2,0,0
individuals_ID0000047,normal,compute,0,1662204365.0,,,1662204371.0,1662204391.0,1662206613.0,1662206613.0,1662206618.0,6.0,,20.0,2222.0,5.0,58.0,1014283276.0,4.0,388112.0,poseidon,condorpool,worker2-container-20-23,individuals,/var/lib/condor/execute/dir_38500/pegasus.gfhPpDqT6/individuals,,884.1,0,0
individuals_ID0000046,hdd_5,compute,0,1662204365.0,,,1662204371.0,1662204391.0,1662206313.0,1662206313.0,1662206318.0,6.0,,20.0,1922.0,5.0,377.0,1014283276.0,5.0,357168.0,poseidon,condorpool,worker1-container-8-11,individuals,/var/lib/condor/execute/dir_23955/pegasus.bJMNHZ4HG/individuals,,928.5,0,0
individuals_ID0000045,hdd_5,compute,0,1662204365.0,,,1662204371.0,1662204391.0,1662206983.0,1662206983.0,1662206988.0,6.0,,20.0,2592.0,5.0,1027.0,1921912866.0,4.0,337420.0,poseidon,condorpool,worker2-container-8-11,individuals,/var/lib/condor/execute/dir_33920/pegasus.361mZk6Em/individuals,,854.1,0,0
individuals_ID0000044,hdd_5,compute,0,1662204365.0,,,1662204371.0,1662204393.0,1662206313.0,1662206313.0,1662206318.0,6.0,,22.0,1920.0,5.0,279.0,1014283276.0,5.0,465616.0,poseidon,condorpool,worker1-container-28-31,individuals,/var/lib/condor/execute/dir_22691/pegasus.dlJQpMjUQ/individuals,,931.9,0,0
individuals_ID0000049,normal,compute,0,1662204365.0,,,1662204371.0,1662204391.0,1662206333.0,1662206333.0,1662206338.0,6.0,,20.0,1942.0,5.0,296.0,1014283276.0,4.0,409430.0,poseidon,condorpool,worker1-container-16-19,individuals,/var/lib/condor/execute/dir_30882/pegasus.lXBgH6ndG/individuals,,948.4,0,0
individuals_ID0000048,hdd_5,compute,0,1662204365.0,,,1662204371.0,1662204391.0,1662206318.0,1662206318.0,1662206323.0,6.0,,20.0,1927.0,5.0,357.0,1014283276.0,7.0,488848.0,poseidon,condorpool,worker1-container-36-39,individuals,/var/lib/condor/execute/dir_30911/pegasus.HOU4fUHuI/individuals,,933.2,0,0
individuals_ID0000032,hdd_5,compute,0,1662204365.0,,,1662204371.0,1662204391.0,1662207128.0,1662207128.0,1662207133.0,6.0,,20.0,2737.0,5.0,1183.0,1986008210.0,5.0,325581.0,poseidon,condorpool,worker2-container-4-7,individuals,/var/lib/condor/execute/dir_35579/pegasus.x1cACu77k/individuals,,831.8,0,0
individuals_ID0000031,normal,compute,0,1662204365.0,,,1662204371.0,1662204391.0,1662206343.0,1662206343.0,1662206348.0,6.0,,20.0,1952.0,5.0,448.0,1014283276.0,5.0,259925.0,poseidon,condorpool,worker1-container-32-35,individuals,/var/lib/condor/execute/dir_27730/pegasus.n44z5hJXW/individuals,,958.4,0,0
individuals_ID0000030,hdd_5,compute,0,1662204365.0,,,1662204371.0,1662204391.0,1662206908.0,1662206908.0,1662206913.0,6.0,,20.0,2517.0,5.0,926.0,1900767706.0,4.0,221560.0,poseidon,condorpool,worker2-container-32-35,individuals,/var/lib/condor/execute/dir_34969/pegasus.kZJvCpFax/individuals,,877.3,0,0
