,anomaly_type,type,is_clustered,ready,pre_script_start,pre_script_end,submit,execute_start,execute_end,post_script_start,post_script_end,wms_delay,pre_script_delay,queue_delay,runtime,post_script_delay,stage_in_delay,stage_in_bytes,stage_out_delay,stage_out_bytes,kickstart_user,kickstart_site,kickstart_hostname,kickstart_transformations,kickstart_executables,kickstart_executables_argv,kickstart_executables_cpu_time,kickstart_status,kickstart_executables_exitcode
create_dir_1000-genome_0_condorpool,normal,auxiliary,0,1663159400.0,,,1663159401.0,1663159406.0,1663159411.0,1663159411.0,1663159416.0,1.0,,5.0,5.0,5.0,,,,,poseidon,local,host-10-100-100-233.openstacklocal,pegasus::dirmanager,/home/poseidon/pegasus-5.1.0panorama/bin/pegasus-transfer,-n pegasus::dirmanager -N null -i - -R local  -L 1000-genome -T 2022-08-03T06:30:23+00:00 /home/poseidon/pegasus-5.1.0panorama/bin/../bin/pegasus-transfer,0.2,0,0
individuals_ID0000047,normal,compute,0,1663159416.0,,,1663159421.0,1663159442.0,1663160488.0,1663160488.0,1663160493.0,5.0,,21.0,1046.0,5.0,60.0,1014283276.0,4.0,388018.0,poseidon,condorpool,worker2-container-32-35,individuals,/var/lib/condor/execute/dir_11196/pegasus.O4i43KIam/individuals,,961.6,0,0
individuals_ID0000046,normal,compute,0,1663159416.0,,,1663159421.0,1663159442.0,1663160443.0,1663160443.0,1663160448.0,5.0,,21.0,1001.0,5.0,68.0,1014283276.0,5.0,356918.0,poseidon,condorpool,worker1-container-12-15,individuals,/var/lib/condor/execute/dir_12377/pegasus.6Z91GaduX/individuals,,908.8,0,0
individuals_ID0000045,normal,compute,0,1663159416.0,,,1663159421.0,1663159442.0,1663160438.0,1663160438.0,1663160443.0,5.0,,21.0,996.0,5.0,49.0,1014283276.0,5.0,337124.0,poseidon,condorpool,worker2-container-16-19,individuals,/var/lib/condor/execute/dir_8968/pegasus.8ffiGuS2b/individuals,,921.8,0,0
individuals_ID0000044,normal,compute,0,1663159416.0,,,1663159421.0,1663159442.0,1663160443.0,1663160443.0,1663160448.0,5.0,,21.0,1001.0,5.0,68.0,1014283276.0,4.0,465459.0,poseidon,condorpool,worker1-container-20-23,individuals,/var/lib/condor/execute/dir_14534/pegasus.IM2WFb4xq/individuals,,908.9,0,0
individuals_ID0000049,normal,compute,0,1663159416.0,,,1663159421.0,1663159442.0,1663160438.0,1663160438.0,1663160443.0,5.0,,21.0,996.0,5.0,39.0,1014283276.0,5.0,409145.0,poseidon,condorpool,worker2-container-12-15,individuals,/var/lib/condor/execute/dir_10195/pegasus.IgRjygblZ/individuals,,933.7,0,0
individuals_ID0000048,normal,compute,0,1663159416.0,,,1663159421.0,1663159442.0,1663160473.0,1663160473.0,1663160478.0,5.0,,21.0,1031.0,5.0,63.0,1014283276.0,4.0,488814.0,poseidon,condorpool,worker2-container-24-27,individuals,/var/lib/condor/execute/dir_11836/pegasus.tB7WkXMiI/individuals,,942.5,0,0
individuals_ID0000032,normal,compute,0,1663159416.0,,,1663159421.0,1663159442.0,1663160428.0,1663160428.0,1663160433.0,5.0,,21.0,986.0,5.0,54.0,1014283276.0,4.0,325563.0,poseidon,condorpool,worker1-container-0-3,individuals,/var/lib/condor/execute/dir_15680/pegasus.IoYG06gfZ/individuals,,909.6,0,0
individuals_ID0000031,normal,compute,0,1663159416.0,,,1663159421.0,1663159442.0,1663160478.0,1663160478.0,1663160483.0,5.0,,21.0,1036.0,5.0,42.0,1014283276.0,5.0,259902.0,poseidon,condorpool,worker2-container-8-11,individuals,/var/lib/condor/execute/dir_12435/pegasus.Xw40Rdmnv/individuals,,975.9,0,0
individuals_ID0000030,normal,compute,0,1663159416.0,,,1663159421.0,1663159442.0,1663160788.0,1663160788.0,1663160793.0,5.0,,21.0,1346.0,5.0,69.0,1014283276.0,4.0,221683.0,poseidon,condorpool,worker1-container-24-27,individuals,/var/lib/condor/execute/dir_11061/pegasus.ELBpu2Un6/individuals,,886.3,0,0
