,anomaly_type,type,is_clustered,ready,pre_script_start,pre_script_end,submit,stage_in_start,stage_in_end,execute_start,execute_end,stage_out_start,stage_out_end,post_script_start,post_script_end,wms_delay,pre_script_delay,queue_delay,runtime,post_script_delay,stage_in_delay,stage_in_bytes,stage_out_delay,stage_out_bytes,kickstart_user,kickstart_site,kickstart_hostname,kickstart_transformations,kickstart_executables,kickstart_executables_argv,kickstart_executables_cpu_time,kickstart_status,kickstart_executables_exitcode
create_dir_predict-future-sales_0_local,None,auxiliary,0,1676963521.0,,,1676963522.0,,,1676963526.0,1676963532.0,,,1676963532.0,1676963537.0,1.0,,4.0,6.0,5.0,,,,,poseidon,local,host-10-100-100-12.openstacklocal,pegasus::dirmanager,/home/poseidon/pegasus-5.1.0panorama/bin/pegasus-transfer,pegasus-kickstart  -n pegasus::dirmanager -N null -i - -R local  -L predict-future-sales -T 2023-02-17T19:59:06+00:00 pegasus-transfer,0.3,0,0
create_dir_predict-future-sales_0_condorpool,None,auxiliary,0,1676963521.0,,,1676963522.0,,,1676963526.0,1676963532.0,,,1676963532.0,1676963537.0,1.0,,4.0,6.0,5.0,,,,,poseidon,local,host-10-100-100-12.openstacklocal,pegasus::dirmanager,/home/poseidon/pegasus-5.1.0panorama/bin/pegasus-transfer,pegasus-kickstart  -n pegasus::dirmanager -N null -i - -R local  -L predict-future-sales -T 2023-02-17T19:59:06+00:00 pegasus-transfer,0.3,0,0
stage_in_local_local_4_0,None,transfer,0,1676963537.0,,,1676963542.0,1676963542.0,1676963544.0,1676963542.0,1676963552.0,,,1676963552.0,1676963557.0,5.0,,0.0,10.0,5.0,2.0,12577.0,,,poseidon,local,host-10-100-100-12.openstacklocal,pegasus::transfer,/home/poseidon/pegasus-5.1.0panorama/bin/pegasus-transfer,pegasus-kickstart  -n pegasus::transfer -N null -i - -R local  -L predict-future-sales -T 2023-02-17T19:59:06+00:00 pegasus-transfer  --threads 2,0.4,0,0
stage_in_local_condorpool_8_0,None,transfer,0,1676963537.0,,,1676963542.0,1676963542.0,1676963546.0,1676963542.0,1676963552.0,,,1676963552.0,1676963557.0,5.0,,0.0,10.0,5.0,4.0,2368.0,,,poseidon,local,host-10-100-100-12.openstacklocal,pegasus::transfer,/home/poseidon/pegasus-5.1.0panorama/bin/pegasus-transfer,pegasus-kickstart  -n pegasus::transfer -N null -i - -R local  -L predict-future-sales -T 2023-02-17T19:59:06+00:00 pegasus-transfer  --threads 2,0.5,0,0
stage_in_local_condorpool_3_0,None,transfer,0,1676963537.0,,,1676963542.0,1676963542.0,1676963547.0,1676963542.0,1676963552.0,,,1676963552.0,1676963557.0,5.0,,0.0,10.0,5.0,5.0,12704.0,,,poseidon,local,host-10-100-100-12.openstacklocal,pegasus::transfer,/home/poseidon/pegasus-5.1.0panorama/bin/pegasus-transfer,pegasus-kickstart  -n pegasus::transfer -N null -i - -R local  -L predict-future-sales -T 2023-02-17T19:59:06+00:00 pegasus-transfer  --threads 2,0.6,0,0
stage_in_local_condorpool_2_0,None,transfer,0,1676963537.0,,,1676963542.0,1676963542.0,1676963548.0,1676963542.0,1676963557.0,,,1676963557.0,1676963562.0,5.0,,0.0,15.0,5.0,6.0,55480.0,,,poseidon,local,host-10-100-100-12.openstacklocal,pegasus::transfer,/home/poseidon/pegasus-5.1.0panorama/bin/pegasus-transfer,pegasus-kickstart  -n pegasus::transfer -N null -i - -R local  -L predict-future-sales -T 2023-02-17T19:59:06+00:00 pegasus-transfer  --threads 2,1.0,0,0
stage_in_local_condorpool_1_0,None,transfer,0,1676963537.0,,,1676963542.0,1676963542.0,1676963547.0,1676963542.0,1676963552.0,,,1676963552.0,1676963557.0,5.0,,0.0,10.0,5.0,5.0,15640.0,,,poseidon,local,host-10-100-100-12.openstacklocal,pegasus::transfer,/home/poseidon/pegasus-5.1.0panorama/bin/pegasus-transfer,pegasus-kickstart  -n pegasus::transfer -N null -i - -R local  -L predict-future-sales -T 2023-02-17T19:59:06+00:00 pegasus-transfer  --threads 2,0.6,0,0
stage_in_local_condorpool_0_0,None,transfer,0,1676963537.0,,,1676963542.0,1676963542.0,1676963552.0,1676963542.0,1676963557.0,,,1676963557.0,1676963562.0,5.0,,0.0,15.0,5.0,10.0,936801734.0,,,poseidon,local,host-10-100-100-12.openstacklocal,pegasus::transfer,/home/poseidon/pegasus-5.1.0panorama/bin/pegasus-transfer,pegasus-kickstart  -n pegasus::transfer -N null -i - -R local  -L predict-future-sales -T 2023-02-17T19:59:06+00:00 pegasus-transfer  --threads 2,5.6,0,0
stage_in_local_condorpool_7_0,None,transfer,0,1676963537.0,,,1676963542.0,1676963542.0,1676963546.0,1676963542.0,1676963552.0,,,1676963552.0,1676963557.0,5.0,,0.0,10.0,5.0,4.0,3488.0,,,poseidon,local,host-10-100-100-12.openstacklocal,pegasus::transfer,/home/poseidon/pegasus-5.1.0panorama/bin/pegasus-transfer,pegasus-kickstart  -n pegasus::transfer -N null -i - -R local  -L predict-future-sales -T 2023-02-17T19:59:06+00:00 pegasus-transfer  --threads 2,0.4,0,0
stage_in_local_condorpool_6_0,None,transfer,0,1676963537.0,,,1676963542.0,1676963542.0,1676963546.0,1676963542.0,1676963552.0,,,1676963552.0,1676963557.0,5.0,,0.0,10.0,5.0,4.0,7870.0,,,poseidon,local,host-10-100-100-12.openstacklocal,pegasus::transfer,/home/poseidon/pegasus-5.1.0panorama/bin/pegasus-transfer,pegasus-kickstart  -n pegasus::transfer -N null -i - -R local  -L predict-future-sales -T 2023-02-17T19:59:06+00:00 pegasus-transfer  --threads 2,0.4,0,0
preprocess_ID0000003,None,compute,0,1676963562.0,,,1676963567.0,1676963530.0,1676963549.0,1676963569.0,1676963617.0,1676963561.0,1676963567.0,1676963617.0,1676963622.0,5.0,,2.0,48.0,5.0,19.0,467356066.0,6.0,160257914.0,poseidon,condorpool,poseidon-worker-2-container-24-31,preprocess,/srv/preprocess,,4.2,0,0
nlp_ID0000002,None,compute,0,1676963562.0,,,1676963567.0,1676963530.0,1676963546.0,1676963569.0,1676963787.0,1676963732.0,1676963736.0,1676963787.0,1676963792.0,5.0,,2.0,218.0,5.0,16.0,369033604.0,4.0,2755872.0,poseidon,condorpool,poseidon-worker-3-container-0-7,nlp,/srv/nlp,,1061.2,0,0
eda_ID0000001,cpu_2,compute,0,1676963562.0,,,1676963567.0,1676963530.0,1676963548.0,1676963569.0,1676963642.0,1676963588.0,1676963592.0,1676963642.0,1676963647.0,5.0,,2.0,73.0,5.0,18.0,464177772.0,4.0,1196424.0,poseidon,condorpool,poseidon-worker-1-container-16-23,eda,/srv/eda,,33.4,0,0
feature_eng_1_ID0000005,None,compute,0,1676963622.0,,,1676963627.0,1676963590.0,1676963611.0,1676963629.0,1676963692.0,1676963635.0,1676963645.0,1676963692.0,1676963697.0,5.0,,2.0,63.0,5.0,21.0,528250191.0,10.0,393324463.0,poseidon,condorpool,poseidon-worker-2-container-24-31,feature_eng_1,/srv/feature_eng_1,,15.7,0,0
feature_eng_0_ID0000004,None,compute,0,1676963622.0,,,1676963627.0,1676963589.0,1676963607.0,1676963628.0,1676963672.0,1676963618.0,1676963622.0,1676963672.0,1676963677.0,5.0,,1.0,44.0,5.0,18.0,369949088.0,4.0,893320.0,poseidon,condorpool,poseidon-worker-2-container-24-31,feature_eng_0,/srv/feature_eng_0,,4.8,0,0
feature_eng_5_ID0000009,cpu_2,compute,0,1676963697.0,,,1676963702.0,1676963665.0,1676963687.0,1676963704.0,1676963987.0,1676963924.0,1676963938.0,1676963987.0,1676963992.0,5.0,,2.0,283.0,5.0,22.0,856820455.0,14.0,655540227.0,poseidon,condorpool,poseidon-worker-1-container-16-23,feature_eng_5,/srv/feature_eng_5,,226.7,0,0
stage_out_local_condorpool_1_0,None,transfer,0,1676963697.0,,,1676963702.0,,,1676963702.0,1676963712.0,1676963703.0,1676963707.0,1676963712.0,1676963717.0,5.0,,0.0,10.0,5.0,,,4.0,394217783.0,poseidon,local,host-10-100-100-12.openstacklocal,pegasus::transfer,/home/poseidon/pegasus-5.1.0panorama/bin/pegasus-transfer,pegasus-kickstart  -n pegasus::transfer -N null -i - -R local  -L predict-future-sales -T 2023-02-17T19:59:06+00:00 pegasus-transfer  --threads 2,2.2,0,0
feature_eng_3_ID0000007,None,compute,0,1676963697.0,,,1676963702.0,1676963665.0,1676963689.0,1676963704.0,1676963882.0,1676963810.0,1676963832.0,1676963882.0,1676963887.0,5.0,,2.0,178.0,5.0,24.0,762217561.0,22.0,1179971921.0,poseidon,condorpool,poseidon-worker-2-container-24-31,feature_eng_3,/srv/feature_eng_3,,109.3,0,0
feature_eng_4_ID0000008,None,compute,0,1676963697.0,,,1676963702.0,1676963665.0,1676963693.0,1676963704.0,1676963832.0,1676963759.0,1676963781.0,1676963832.0,1676963837.0,5.0,,2.0,128.0,5.0,28.0,761328752.0,22.0,1201824259.0,poseidon,condorpool,poseidon-worker-2-container-24-31,feature_eng_4,/srv/feature_eng_4,,53.6,0,0
feature_eng_2_ID0000006,None,compute,0,1676963697.0,,,1676963702.0,1676963672.0,1676963694.0,1676963710.0,1676964067.0,1676963987.0,1676964018.0,1676964067.0,1676964072.0,5.0,,8.0,357.0,5.0,22.0,761320658.0,31.0,1748107178.0,poseidon,condorpool,poseidon-worker-2-container-24-31,feature_eng_2,/srv/feature_eng_2,,278.3,0,0
