3.902439024390244038e-01 3.902439024390244038e-01
5.365853658536585691e-01 5.365853658536585691e-01
5.487804878048780921e-01 5.487804878048780921e-01
5.772357723577236088e-01 5.772357723577236088e-01
5.406504065040650397e-01 5.406504065040650397e-01
5.894308943089431319e-01 5.894308943089431319e-01
5.243902439024390461e-01 5.243902439024390461e-01
5.934959349593496025e-01 5.934959349593496025e-01
5.853658536585365502e-01 5.853658536585365502e-01
5.813008130081300795e-01 5.813008130081300795e-01
5.487804878048780921e-01 5.487804878048780921e-01
5.934959349593496025e-01 5.934959349593496025e-01
5.853658536585365502e-01 5.853658536585365502e-01
5.691056910569105565e-01 5.691056910569105565e-01
5.609756097560976151e-01 5.609756097560976151e-01
5.975609756097560732e-01 5.975609756097560732e-01
6.138211382113820669e-01 6.138211382113820669e-01
6.219512195121951192e-01 6.219512195121951192e-01
6.260162601626015899e-01 6.260162601626015899e-01
6.422764227642276946e-01 6.422764227642276946e-01
5.894308943089431319e-01 5.894308943089431319e-01
6.747967479674796820e-01 6.747967479674796820e-01
6.626016260162601590e-01 6.626016260162601590e-01
6.341463414634146423e-01 6.341463414634146423e-01
6.178861788617886486e-01 6.178861788617886486e-01
6.219512195121951192e-01 6.219512195121951192e-01
6.585365853658536883e-01 6.585365853658536883e-01
6.707317073170732113e-01 6.707317073170732113e-01
6.504065040650406360e-01 6.504065040650406360e-01
6.747967479674796820e-01 6.747967479674796820e-01
7.073170731707316694e-01 7.073170731707316694e-01
6.585365853658536883e-01 6.585365853658536883e-01
6.300813008130081716e-01 6.300813008130081716e-01
6.788617886178861527e-01 6.788617886178861527e-01
6.260162601626015899e-01 6.260162601626015899e-01
6.747967479674796820e-01 6.747967479674796820e-01
7.439024390243902385e-01 7.439024390243902385e-01
6.869918699186992050e-01 6.869918699186992050e-01
6.951219512195121464e-01 6.951219512195121464e-01
7.276422764227642448e-01 7.276422764227642448e-01
7.235772357723577741e-01 7.235772357723577741e-01
6.991869918699187281e-01 6.991869918699187281e-01
6.951219512195121464e-01 6.951219512195121464e-01
6.707317073170732113e-01 6.707317073170732113e-01
7.439024390243902385e-01 7.439024390243902385e-01
7.601626016260162322e-01 7.601626016260162322e-01
7.235772357723577741e-01 7.235772357723577741e-01
7.195121951219511924e-01 7.195121951219511924e-01
6.585365853658536883e-01 6.585365853658536883e-01
7.357723577235771861e-01 7.357723577235771861e-01
7.357723577235771861e-01 7.357723577235771861e-01
7.479674796747967092e-01 7.479674796747967092e-01
6.747967479674796820e-01 6.747967479674796820e-01
7.073170731707316694e-01 7.073170731707316694e-01
7.439024390243902385e-01 7.439024390243902385e-01
6.504065040650406360e-01 6.504065040650406360e-01
7.642276422764228139e-01 7.642276422764228139e-01
7.926829268292683306e-01 7.926829268292683306e-01
7.479674796747967092e-01 7.479674796747967092e-01
7.926829268292683306e-01 7.926829268292683306e-01
7.154471544715447218e-01 7.154471544715447218e-01
7.886178861788617489e-01 7.886178861788617489e-01
8.008130081300812719e-01 8.008130081300812719e-01
5.975609756097560732e-01 5.975609756097560732e-01
7.845528455284552782e-01 7.845528455284552782e-01
8.130081300813007950e-01 8.130081300813007950e-01
7.926829268292683306e-01 7.926829268292683306e-01
7.886178861788617489e-01 7.886178861788617489e-01
7.967479674796748013e-01 7.967479674796748013e-01
7.317073170731707155e-01 7.317073170731707155e-01
7.560975609756097615e-01 7.560975609756097615e-01
7.357723577235771861e-01 7.357723577235771861e-01
7.886178861788617489e-01 7.886178861788617489e-01
7.276422764227642448e-01 7.276422764227642448e-01
8.130081300813007950e-01 8.130081300813007950e-01
7.723577235772357552e-01 7.723577235772357552e-01
6.747967479674796820e-01 6.747967479674796820e-01
8.048780487804878536e-01 8.048780487804878536e-01
7.886178861788617489e-01 7.886178861788617489e-01
7.926829268292683306e-01 7.926829268292683306e-01
8.008130081300812719e-01 8.008130081300812719e-01
6.382113821138211129e-01 6.382113821138211129e-01
7.926829268292683306e-01 7.926829268292683306e-01
7.560975609756097615e-01 7.560975609756097615e-01
7.967479674796748013e-01 7.967479674796748013e-01
8.170731707317072656e-01 8.170731707317072656e-01
7.439024390243902385e-01 7.439024390243902385e-01
7.317073170731707155e-01 7.317073170731707155e-01
8.008130081300812719e-01 8.008130081300812719e-01
8.170731707317072656e-01 8.170731707317072656e-01
7.886178861788617489e-01 7.886178861788617489e-01
6.341463414634146423e-01 6.341463414634146423e-01
8.008130081300812719e-01 8.008130081300812719e-01
8.211382113821138473e-01 8.211382113821138473e-01
7.845528455284552782e-01 7.845528455284552782e-01
7.804878048780488076e-01 7.804878048780488076e-01
7.845528455284552782e-01 7.845528455284552782e-01
7.682926829268292845e-01 7.682926829268292845e-01
7.886178861788617489e-01 7.886178861788617489e-01
