,type,is_clustered,ready,pre_script_start,pre_script_end,submit,execute_start,execute_end,post_script_start,post_script_end,wms_delay,pre_script_delay,queue_delay,runtime,post_script_delay,stage_in_delay,stage_in_bytes,stage_out_delay,stage_out_bytes,kickstart_user,kickstart_site,kickstart_hostname,kickstart_transformations,kickstart_executables,kickstart_executables_argv,kickstart_executables_cpu_time,kickstart_status,kickstart_executables_exitcode
create_dir_1000-genome_0_condorpool,auxiliary,0,1658738533.0,,,1658738534.0,1658738538.0,1658738544.0,1658738544.0,1658738549.0,1.0,,4.0,6.0,5.0,,,,,poseidon,local,host-10-100-100-16.openstacklocal,pegasus::dirmanager,/home/poseidon/pegasus-5.1.0panorama/bin/pegasus-transfer,-n pegasus::dirmanager -N null -i - -R local  -L 1000-genome -T 2022-07-24T20:26:55+00:00 /home/poseidon/pegasus-5.1.0panorama/bin/../bin/pegasus-transfer,0.2,0,0
individuals_ID0000047,compute,0,1658738549.0,,,1658738554.0,1658738561.0,1658741203.0,1658741203.0,1658741208.0,5.0,,7.0,2642.0,5.0,276.0,2539481399.0,4.0,1489997.0,poseidon,condorpool,worker2-container-36-39,individuals,/var/lib/condor/execute/dir_109/pegasus.brYULw9ur/individuals,,2305.5,0,0
individuals_ID0000046,compute,0,1658738549.0,,,1658738554.0,1658738561.0,1658741533.0,1658741533.0,1658741538.0,5.0,,7.0,2972.0,5.0,213.0,2539481399.0,9.0,960355.0,poseidon,condorpool,worker1-container-16-19,individuals,/var/lib/condor/execute/dir_107/pegasus.Ojq2UZ9T5/individuals,,2408.7,0,0
individuals_ID0000045,compute,0,1658738549.0,,,1658738554.0,1658738561.0,1658741994.0,1658741994.0,1658741999.0,5.0,,7.0,3433.0,5.0,301.0,2539481399.0,4.0,1312989.0,poseidon,condorpool,worker2-container-16-19,individuals,/var/lib/condor/execute/dir_105/pegasus.IOOlzKtQI/individuals,,2167.7,0,0
individuals_ID0000044,compute,0,1658738549.0,,,1658738554.0,1658738561.0,1658741127.0,1658741127.0,1658741132.0,5.0,,7.0,2566.0,5.0,271.0,2539481399.0,5.0,1029127.0,poseidon,condorpool,worker2-container-12-15,individuals,/var/lib/condor/execute/dir_106/pegasus.Y69EoxsW7/individuals,,2230.1,0,0
individuals_ID0000049,compute,0,1658738549.0,,,1658738554.0,1658738561.0,1658741243.0,1658741243.0,1658741248.0,5.0,,7.0,2682.0,5.0,331.0,2539481399.0,5.0,1438469.0,poseidon,condorpool,worker2-container-0-3,individuals,/var/lib/condor/execute/dir_105/pegasus.W2gvqgWab/individuals,,2325.6,0,0
individuals_ID0000048,compute,0,1658738549.0,,,1658738554.0,1658738561.0,1658741538.0,1658741538.0,1658741543.0,5.0,,7.0,2977.0,5.0,683.0,2539481399.0,4.0,1174845.0,poseidon,condorpool,worker2-container-20-23,individuals,/var/lib/condor/execute/dir_104/pegasus.8HJxVCUHv/individuals,,2270.5,0,0
individuals_ID0000032,compute,0,1658738549.0,,,1658738554.0,1658738561.0,1658741448.0,1658741448.0,1658741453.0,5.0,,7.0,2887.0,5.0,212.0,2539481399.0,4.0,1644562.0,poseidon,condorpool,worker1-container-0-3,individuals,/var/lib/condor/execute/dir_107/pegasus.aSdiC39Gz/individuals,,2346.4,0,0
individuals_ID0000031,compute,0,1658738549.0,,,1658738554.0,1658738561.0,1658741478.0,1658741478.0,1658741483.0,5.0,,7.0,2917.0,5.0,198.0,2539481399.0,5.0,1885792.0,poseidon,condorpool,worker1-container-12-15,individuals,/var/lib/condor/execute/dir_105/pegasus.XMjhjjpWl/individuals,,2340.8,0,0
individuals_ID0000030,compute,0,1658738549.0,,,1658738554.0,1658738561.0,1658741579.0,1658741579.0,1658741584.0,5.0,,7.0,3018.0,5.0,282.0,2539481399.0,5.0,2294319.0,poseidon,condorpool,worker2-container-24-27,individuals,/var/lib/condor/execute/dir_105/pegasus.Chq0P8zq3/individuals,,2282.8,0,0
individuals_ID0000036,compute,0,1658738549.0,,,1658738554.0,1658738561.0,1658741122.0,1658741122.0,1658741127.0,5.0,,7.0,2561.0,5.0,315.0,2539481399.0,4.0,844608.0,poseidon,condorpool,worker2-container-32-35,individuals,/var/lib/condor/execute/dir_105/pegasus.Ky4ZPJlTI/individuals,,2224.3,0,0
sifting_ID0000104,compute,0,1658738549.0,,,1658738554.0,1658738561.0,1658739671.0,1658739671.0,1658739676.0,5.0,,7.0,1110.0,5.0,246.0,1708159164.0,4.0,1055195.0,poseidon,condorpool,worker2-container-8-11,sifting,/var/lib/condor/execute/dir_107/pegasus.f20b7bKE7/sifting,,4.3,0,0
