,type,is_clustered,ready,pre_script_start,pre_script_end,submit,execute_start,execute_end,post_script_start,post_script_end,wms_delay,pre_script_delay,queue_delay,runtime,post_script_delay,stage_in_delay,stage_in_bytes,stage_out_delay,stage_out_bytes,kickstart_user,kickstart_site,kickstart_hostname,kickstart_transformations,kickstart_executables,kickstart_executables_argv,kickstart_executables_cpu_time,kickstart_status,kickstart_executables_exitcode
create_dir_1000-genome_0_condorpool,auxiliary,0,1658744224.0,,,1658744225.0,1658744229.0,1658744235.0,1658744235.0,1658744240.0,1.0,,4.0,6.0,5.0,,,,,poseidon,local,host-10-100-100-16.openstacklocal,pegasus::dirmanager,/home/poseidon/pegasus-5.1.0panorama/bin/pegasus-transfer,-n pegasus::dirmanager -N null -i - -R local  -L 1000-genome -T 2022-07-24T20:26:55+00:00 /home/poseidon/pegasus-5.1.0panorama/bin/../bin/pegasus-transfer,0.2,0,0
individuals_ID0000047,compute,0,1658744240.0,,,1658744245.0,1658744266.0,1658747423.0,1658747423.0,1658747428.0,5.0,,21.0,3157.0,5.0,194.0,2539481399.0,4.0,1489831.0,poseidon,condorpool,worker1-container-12-15,individuals,/var/lib/condor/execute/dir_2115/pegasus.PqDymQLtb/individuals,,2449.8,0,0
individuals_ID0000046,compute,0,1658744240.0,,,1658744245.0,1658744266.0,1658747072.0,1658747072.0,1658747077.0,5.0,,21.0,2806.0,5.0,200.0,2539481399.0,5.0,960363.0,poseidon,condorpool,worker2-container-16-19,individuals,/var/lib/condor/execute/dir_3074/pegasus.YJqKZeXj1/individuals,,2281.8,0,0
individuals_ID0000045,compute,0,1658744240.0,,,1658744245.0,1658744266.0,1658747423.0,1658747423.0,1658747428.0,5.0,,21.0,3157.0,5.0,715.0,2539481399.0,4.0,1312807.0,poseidon,condorpool,worker2-container-20-23,individuals,/var/lib/condor/execute/dir_2567/pegasus.mr3De5rGm/individuals,,2348.8,0,0
individuals_ID0000044,compute,0,1658744240.0,,,1658744245.0,1658744266.0,1658747393.0,1658747393.0,1658747398.0,5.0,,21.0,3127.0,5.0,236.0,2539481399.0,4.0,1029125.0,poseidon,condorpool,worker1-container-0-3,individuals,/var/lib/condor/execute/dir_2412/pegasus.fSUI7gSXM/individuals,,2429.0,0,0
individuals_ID0000049,compute,0,1658744240.0,,,1658744245.0,1658744266.0,1658747503.0,1658747503.0,1658747508.0,5.0,,21.0,3237.0,5.0,812.0,2539481399.0,5.0,1438286.0,poseidon,condorpool,worker2-container-28-31,individuals,/var/lib/condor/execute/dir_2792/pegasus.fwffqQOQ6/individuals,,2334.1,0,0
individuals_ID0000048,compute,0,1658744240.0,,,1658744245.0,1658744266.0,1658747307.0,1658747307.0,1658747312.0,5.0,,21.0,3041.0,5.0,205.0,2539481399.0,5.0,1174788.0,poseidon,condorpool,worker1-container-4-7,individuals,/var/lib/condor/execute/dir_2333/pegasus.6Hi76BorX/individuals,,2320.5,0,0
individuals_ID0000032,compute,0,1658744240.0,,,1658744245.0,1658744266.0,1658747317.0,1658747317.0,1658747322.0,5.0,,21.0,3051.0,5.0,200.0,2539481399.0,5.0,1644563.0,poseidon,condorpool,worker1-container-8-11,individuals,/var/lib/condor/execute/dir_2114/pegasus.jJL7STQjR/individuals,,2322.2,0,0
individuals_ID0000031,compute,0,1658744240.0,,,1658744245.0,1658744266.0,1658747172.0,1658747172.0,1658747177.0,5.0,,21.0,2906.0,5.0,228.0,2539481399.0,4.0,1885747.0,poseidon,condorpool,worker2-container-24-27,individuals,/var/lib/condor/execute/dir_3233/pegasus.EmupKpboa/individuals,,2347.5,0,0
individuals_ID0000030,compute,0,1658744240.0,,,1658744245.0,1658744266.0,1658747102.0,1658747102.0,1658747107.0,5.0,,21.0,2836.0,5.0,220.0,2539481399.0,5.0,2294144.0,poseidon,condorpool,worker2-container-4-7,individuals,/var/lib/condor/execute/dir_2178/pegasus.ucDnmGPpI/individuals,,2293.0,0,0
individuals_ID0000036,compute,0,1658744240.0,,,1658744245.0,1658744266.0,1658747588.0,1658747588.0,1658747593.0,5.0,,21.0,3322.0,5.0,923.0,2539481399.0,5.0,844659.0,poseidon,condorpool,worker1-container-20-23,individuals,/var/lib/condor/execute/dir_2625/pegasus.4Jfrh3Ea1/individuals,,2378.8,0,0
sifting_ID0000104,compute,0,1658744240.0,,,1658744245.0,1658744266.0,1658744825.0,1658744825.0,1658744830.0,5.0,,21.0,559.0,5.0,198.0,1708159164.0,5.0,1055195.0,poseidon,condorpool,worker2-container-36-39,sifting,/var/lib/condor/execute/dir_3942/pegasus.YbhzWQgKl/sifting,,4.3,0,0
individuals_ID0000035,compute,0,1658744240.0,,,1658744245.0,1658744266.0,1658747543.0,1658747543.0,1658747548.0,5.0,,21.0,3277.0,5.0,879.0,2539481399.0,5.0,2879675.0,poseidon,condorpool,worker1-container-32-35,individuals,/var/lib/condor/execute/dir_2599/pegasus.9OiZUkSqM/individuals,,2328.8,0,0
