,type,is_clustered,ready,pre_script_start,pre_script_end,submit,execute_start,execute_end,post_script_start,post_script_end,wms_delay,pre_script_delay,queue_delay,runtime,post_script_delay,stage_in_delay,stage_in_bytes,stage_out_delay,stage_out_bytes,kickstart_user,kickstart_site,kickstart_hostname,kickstart_transformations,kickstart_executables,kickstart_executables_argv,kickstart_executables_cpu_time,kickstart_status,kickstart_executables_exitcode
create_dir_1000-genome_0_condorpool,auxiliary,0,1658750106.0,,,1658750107.0,1658750111.0,1658750117.0,1658750117.0,1658750122.0,1.0,,4.0,6.0,5.0,,,,,poseidon,local,host-10-100-100-16.openstacklocal,pegasus::dirmanager,/home/poseidon/pegasus-5.1.0panorama/bin/pegasus-transfer,-n pegasus::dirmanager -N null -i - -R local  -L 1000-genome -T 2022-07-24T20:26:55+00:00 /home/poseidon/pegasus-5.1.0panorama/bin/../bin/pegasus-transfer,0.2,0,0
individuals_ID0000047,compute,0,1658750122.0,,,1658750127.0,1658750133.0,1658752940.0,1658752940.0,1658752945.0,5.0,,6.0,2807.0,5.0,190.0,2539481399.0,4.0,1489937.0,poseidon,condorpool,worker1-container-16-19,individuals,/var/lib/condor/execute/dir_4561/pegasus.v0p5W8pxI/individuals,,2322.9,0,0
individuals_ID0000046,compute,0,1658750122.0,,,1658750127.0,1658750133.0,1658752694.0,1658752694.0,1658752699.0,5.0,,6.0,2561.0,5.0,279.0,2539481399.0,5.0,960354.0,poseidon,condorpool,worker2-container-12-15,individuals,/var/lib/condor/execute/dir_6700/pegasus.pbFvvecnG/individuals,,2252.0,0,0
individuals_ID0000045,compute,0,1658750122.0,,,1658750127.0,1658750133.0,1658752945.0,1658752945.0,1658752950.0,5.0,,6.0,2812.0,5.0,155.0,2539481399.0,4.0,1312755.0,poseidon,condorpool,worker1-container-12-15,individuals,/var/lib/condor/execute/dir_4593/pegasus.PwTTOhtoR/individuals,,2339.2,0,0
individuals_ID0000044,compute,0,1658750122.0,,,1658750127.0,1658750133.0,1658752639.0,1658752639.0,1658752644.0,5.0,,6.0,2506.0,5.0,213.0,2539481399.0,5.0,1029049.0,poseidon,condorpool,worker2-container-16-19,individuals,/var/lib/condor/execute/dir_6689/pegasus.ndrls4dxk/individuals,,2270.3,0,0
individuals_ID0000049,compute,0,1658750122.0,,,1658750127.0,1658750133.0,1658753465.0,1658753465.0,1658753470.0,5.0,,6.0,3332.0,5.0,748.0,2539481399.0,4.0,1438470.0,poseidon,condorpool,worker2-container-20-23,individuals,/var/lib/condor/execute/dir_5102/pegasus.UPBru7tc2/individuals,,2289.0,0,0
individuals_ID0000048,compute,0,1658750122.0,,,1658750127.0,1658750133.0,1658753110.0,1658753110.0,1658753115.0,5.0,,6.0,2977.0,5.0,233.0,2539481399.0,4.0,1174795.0,poseidon,condorpool,worker1-container-4-7,individuals,/var/lib/condor/execute/dir_4378/pegasus.mUVq46qrV/individuals,,2419.8,0,0
individuals_ID0000032,compute,0,1658750122.0,,,1658750127.0,1658750133.0,1658753100.0,1658753100.0,1658753105.0,5.0,,6.0,2967.0,5.0,229.0,2539481399.0,5.0,1644580.0,poseidon,condorpool,worker1-container-0-3,individuals,/var/lib/condor/execute/dir_4746/pegasus.vCfVuBtZg/individuals,,2419.4,0,0
individuals_ID0000031,compute,0,1658750122.0,,,1658750127.0,1658750133.0,1658753140.0,1658753140.0,1658753145.0,5.0,,6.0,3007.0,5.0,712.0,2539481399.0,5.0,1885746.0,poseidon,condorpool,worker2-container-28-31,individuals,/var/lib/condor/execute/dir_5026/pegasus.QcJGOyde3/individuals,,2271.0,0,0
individuals_ID0000030,compute,0,1658750122.0,,,1658750127.0,1658750133.0,1658752764.0,1658752764.0,1658752769.0,5.0,,6.0,2631.0,5.0,254.0,2539481399.0,4.0,2294230.0,poseidon,condorpool,worker2-container-24-27,individuals,/var/lib/condor/execute/dir_8607/pegasus.WVwwEI8yo/individuals,,2348.0,0,0
individuals_ID0000036,compute,0,1658750122.0,,,1658750127.0,1658750133.0,1658752950.0,1658752950.0,1658752955.0,5.0,,6.0,2817.0,5.0,170.0,2539481399.0,5.0,844492.0,poseidon,condorpool,worker1-container-28-31,individuals,/var/lib/condor/execute/dir_5292/pegasus.nb5zYuty5/individuals,,2331.1,0,0
sifting_ID0000104,compute,0,1658750122.0,,,1658750127.0,1658750133.0,1658751188.0,1658751188.0,1658751193.0,5.0,,6.0,1055.0,5.0,166.0,1708159164.0,5.0,1055195.0,poseidon,condorpool,worker2-container-36-39,sifting,/var/lib/condor/execute/dir_7517/pegasus.7JNzMstsD/sifting,,4.3,0,0
individuals_ID0000035,compute,0,1658750122.0,,,1658750127.0,1658750133.0,1658753365.0,1658753365.0,1658753370.0,5.0,,6.0,3232.0,5.0,810.0,2539481399.0,5.0,2879665.0,poseidon,condorpool,worker1-container-20-23,individuals,/var/lib/condor/execute/dir_5138/pegasus.ua17wqmZJ/individuals,,2376.9,0,0
