,anomaly_type,type,is_clustered,ready,pre_script_start,pre_script_end,submit,execute_start,execute_end,post_script_start,post_script_end,wms_delay,pre_script_delay,queue_delay,runtime,post_script_delay,stage_in_delay,stage_in_bytes,stage_out_delay,stage_out_bytes,kickstart_user,kickstart_site,kickstart_hostname,kickstart_transformations,kickstart_executables,kickstart_executables_argv,kickstart_executables_cpu_time,kickstart_status,kickstart_executables_exitcode
create_dir_1000-genome_0_condorpool,normal,auxiliary,0,1661087922.0,,,1661087923.0,1661087928.0,1661087933.0,1661087933.0,1661087938.0,1.0,,5.0,5.0,5.0,,,,,poseidon,local,host-10-100-100-233.openstacklocal,pegasus::dirmanager,/home/poseidon/pegasus-5.1.0panorama/bin/pegasus-transfer,-n pegasus::dirmanager -N null -i - -R local  -L 1000-genome -T 2022-08-03T06:30:23+00:00 /home/poseidon/pegasus-5.1.0panorama/bin/../bin/pegasus-transfer,0.2,0,0
individuals_ID0000047,normal,compute,0,1661087938.0,,,1661087943.0,1661087964.0,1661088858.0,1661088858.0,1661088863.0,5.0,,21.0,894.0,5.0,70.0,1014283276.0,5.0,387625.0,poseidon,condorpool,worker1-container-32-35,individuals,/var/lib/condor/execute/dir_49037/pegasus.d3Avr4saY/individuals,,801.7,0,0
individuals_ID0000046,cpu_3,compute,0,1661087938.0,,,1661087943.0,1661087964.0,1661091258.0,1661091258.0,1661091263.0,5.0,,21.0,3294.0,5.0,56.0,1014283276.0,5.0,357924.0,poseidon,condorpool,worker1-container-28-31,individuals,/var/lib/condor/execute/dir_58416/pegasus.nLTz8QL9r/individuals,,805.2,0,0
individuals_ID0000045,normal,compute,0,1661087938.0,,,1661087943.0,1661087964.0,1661088958.0,1661088958.0,1661088963.0,5.0,,21.0,994.0,5.0,38.0,1014283276.0,5.0,337105.0,poseidon,condorpool,worker2-container-16-19,individuals,/var/lib/condor/execute/dir_43278/pegasus.eiQ3y7cmF/individuals,,931.1,0,0
individuals_ID0000044,cpu_3,compute,0,1661087938.0,,,1661087943.0,1661087964.0,1661091258.0,1661091258.0,1661091263.0,5.0,,21.0,3294.0,5.0,70.0,1014283276.0,5.0,466367.0,poseidon,condorpool,worker1-container-36-39,individuals,/var/lib/condor/execute/dir_56040/pegasus.dfzMmHp4R/individuals,,803.4,0,0
individuals_ID0000049,normal,compute,0,1661087938.0,,,1661087943.0,1661087964.0,1661088928.0,1661088928.0,1661088933.0,5.0,,21.0,964.0,5.0,37.0,1014283276.0,4.0,409179.0,poseidon,condorpool,worker2-container-0-3,individuals,/var/lib/condor/execute/dir_42656/pegasus.AhtWRlyd8/individuals,,905.7,0,0
individuals_ID0000048,normal,compute,0,1661087938.0,,,1661087943.0,1661087966.0,1661088953.0,1661088953.0,1661088958.0,5.0,,23.0,987.0,5.0,43.0,1014283276.0,5.0,488864.0,poseidon,condorpool,worker2-container-4-7,individuals,/var/lib/condor/execute/dir_31124/pegasus.RHsGvPvPN/individuals,,925.9,0,0
individuals_ID0000032,cpu_3,compute,0,1661087938.0,,,1661087943.0,1661087964.0,1661091238.0,1661091238.0,1661091243.0,5.0,,21.0,3274.0,5.0,42.0,1014283276.0,5.0,326492.0,poseidon,condorpool,worker1-container-20-23,individuals,/var/lib/condor/execute/dir_60872/pegasus.5Zcl0MSOU/individuals,,817.4,0,0
individuals_ID0000031,cpu_3,compute,0,1661087938.0,,,1661087943.0,1661087964.0,1661091288.0,1661091288.0,1661091293.0,5.0,,21.0,3324.0,5.0,68.0,1014283276.0,4.0,261065.0,poseidon,condorpool,worker1-container-4-7,individuals,/var/lib/condor/execute/dir_66661/pegasus.hQRl1C0JO/individuals,,822.9,0,0
individuals_ID0000030,normal,compute,0,1661087938.0,,,1661087943.0,1661087964.0,1661088943.0,1661088943.0,1661088948.0,5.0,,21.0,979.0,5.0,41.0,1014283276.0,4.0,221454.0,poseidon,condorpool,worker2-container-20-23,individuals,/var/lib/condor/execute/dir_43087/pegasus.CeWppcdta/individuals,,916.1,0,0
individuals_ID0000036,normal,compute,0,1661087938.0,,,1661087943.0,1661087964.0,1661088983.0,1661088983.0,1661088988.0,5.0,,21.0,1019.0,5.0,60.0,1014283276.0,4.0,215815.0,poseidon,condorpool,worker2-container-24-27,individuals,/var/lib/condor/execute/dir_41603/pegasus.aP3tS0YBg/individuals,,938.7,0,0
sifting_ID0000104,normal,compute,0,1661087938.0,,,1661087943.0,1661087966.0,1661088078.0,1661088078.0,1661088083.0,5.0,,23.0,112.0,5.0,71.0,1708159164.0,4.0,1055195.0,poseidon,condorpool,worker2-container-12-15,sifting,/var/lib/condor/execute/dir_30773/pegasus.flmykPi7K/sifting,,4.9,0,0
