,anomaly_type,type,is_clustered,ready,pre_script_start,pre_script_end,submit,stage_in_start,stage_in_end,execute_start,execute_end,stage_out_start,stage_out_end,post_script_start,post_script_end,wms_delay,pre_script_delay,queue_delay,runtime,post_script_delay,stage_in_delay,stage_in_bytes,stage_out_delay,stage_out_bytes,kickstart_user,kickstart_site,kickstart_hostname,kickstart_transformations,kickstart_executables,kickstart_executables_argv,kickstart_executables_cpu_time,kickstart_status,kickstart_executables_exitcode
create_dir_predict-future-sales_0_local,None,auxiliary,0,1676996862.0,,,1676996863.0,,,1676996868.0,1676996878.0,,,1676996878.0,1676996883.0,1.0,,5.0,10.0,5.0,,,,,poseidon,local,host-10-100-100-12.openstacklocal,pegasus::dirmanager,/home/poseidon/pegasus-5.1.0panorama/bin/pegasus-transfer,pegasus-kickstart  -n pegasus::dirmanager -N null -i - -R local  -L predict-future-sales -T 2023-02-17T19:59:06+00:00 pegasus-transfer,0.3,0,0
create_dir_predict-future-sales_0_condorpool,None,auxiliary,0,1676996862.0,,,1676996863.0,,,1676996868.0,1676996878.0,,,1676996878.0,1676996883.0,1.0,,5.0,10.0,5.0,,,,,poseidon,local,host-10-100-100-12.openstacklocal,pegasus::dirmanager,/home/poseidon/pegasus-5.1.0panorama/bin/pegasus-transfer,pegasus-kickstart  -n pegasus::dirmanager -N null -i - -R local  -L predict-future-sales -T 2023-02-17T19:59:06+00:00 pegasus-transfer,0.3,0,0
stage_in_local_local_4_0,None,transfer,0,1676996883.0,,,1676996888.0,1676996888.0,1676996890.0,1676996888.0,1676996898.0,,,1676996898.0,1676996903.0,5.0,,0.0,10.0,5.0,2.0,12577.0,,,poseidon,local,host-10-100-100-12.openstacklocal,pegasus::transfer,/home/poseidon/pegasus-5.1.0panorama/bin/pegasus-transfer,pegasus-kickstart  -n pegasus::transfer -N null -i - -R local  -L predict-future-sales -T 2023-02-17T19:59:06+00:00 pegasus-transfer  --threads 2,0.4,0,0
stage_in_local_condorpool_8_0,None,transfer,0,1676996883.0,,,1676996888.0,1676996888.0,1676996892.0,1676996888.0,1676996898.0,,,1676996898.0,1676996903.0,5.0,,0.0,10.0,5.0,4.0,2368.0,,,poseidon,local,host-10-100-100-12.openstacklocal,pegasus::transfer,/home/poseidon/pegasus-5.1.0panorama/bin/pegasus-transfer,pegasus-kickstart  -n pegasus::transfer -N null -i - -R local  -L predict-future-sales -T 2023-02-17T19:59:06+00:00 pegasus-transfer  --threads 2,0.5,0,0
stage_in_local_condorpool_3_0,None,transfer,0,1676996883.0,,,1676996888.0,1676996888.0,1676996892.0,1676996888.0,1676996898.0,,,1676996898.0,1676996903.0,5.0,,0.0,10.0,5.0,4.0,12704.0,,,poseidon,local,host-10-100-100-12.openstacklocal,pegasus::transfer,/home/poseidon/pegasus-5.1.0panorama/bin/pegasus-transfer,pegasus-kickstart  -n pegasus::transfer -N null -i - -R local  -L predict-future-sales -T 2023-02-17T19:59:06+00:00 pegasus-transfer  --threads 2,0.6,0,0
stage_in_local_condorpool_2_0,None,transfer,0,1676996883.0,,,1676996888.0,1676996888.0,1676996894.0,1676996888.0,1676996903.0,,,1676996903.0,1676996908.0,5.0,,0.0,15.0,5.0,6.0,55480.0,,,poseidon,local,host-10-100-100-12.openstacklocal,pegasus::transfer,/home/poseidon/pegasus-5.1.0panorama/bin/pegasus-transfer,pegasus-kickstart  -n pegasus::transfer -N null -i - -R local  -L predict-future-sales -T 2023-02-17T19:59:06+00:00 pegasus-transfer  --threads 2,1.0,0,0
stage_in_local_condorpool_1_0,None,transfer,0,1676996883.0,,,1676996888.0,1676996888.0,1676996893.0,1676996888.0,1676996898.0,,,1676996898.0,1676996903.0,5.0,,0.0,10.0,5.0,5.0,15640.0,,,poseidon,local,host-10-100-100-12.openstacklocal,pegasus::transfer,/home/poseidon/pegasus-5.1.0panorama/bin/pegasus-transfer,pegasus-kickstart  -n pegasus::transfer -N null -i - -R local  -L predict-future-sales -T 2023-02-17T19:59:06+00:00 pegasus-transfer  --threads 2,0.6,0,0
stage_in_local_condorpool_0_0,None,transfer,0,1676996883.0,,,1676996888.0,1676996888.0,1676996898.0,1676996888.0,1676996908.0,,,1676996908.0,1676996913.0,5.0,,0.0,20.0,5.0,10.0,936801734.0,,,poseidon,local,host-10-100-100-12.openstacklocal,pegasus::transfer,/home/poseidon/pegasus-5.1.0panorama/bin/pegasus-transfer,pegasus-kickstart  -n pegasus::transfer -N null -i - -R local  -L predict-future-sales -T 2023-02-17T19:59:06+00:00 pegasus-transfer  --threads 2,5.6,0,0
stage_in_local_condorpool_7_0,None,transfer,0,1676996883.0,,,1676996888.0,1676996888.0,1676996892.0,1676996888.0,1676996898.0,,,1676996898.0,1676996903.0,5.0,,0.0,10.0,5.0,4.0,3488.0,,,poseidon,local,host-10-100-100-12.openstacklocal,pegasus::transfer,/home/poseidon/pegasus-5.1.0panorama/bin/pegasus-transfer,pegasus-kickstart  -n pegasus::transfer -N null -i - -R local  -L predict-future-sales -T 2023-02-17T19:59:06+00:00 pegasus-transfer  --threads 2,0.4,0,0
stage_in_local_condorpool_6_0,None,transfer,0,1676996883.0,,,1676996888.0,1676996888.0,1676996892.0,1676996888.0,1676996898.0,,,1676996898.0,1676996903.0,5.0,,0.0,10.0,5.0,4.0,7870.0,,,poseidon,local,host-10-100-100-12.openstacklocal,pegasus::transfer,/home/poseidon/pegasus-5.1.0panorama/bin/pegasus-transfer,pegasus-kickstart  -n pegasus::transfer -N null -i - -R local  -L predict-future-sales -T 2023-02-17T19:59:06+00:00 pegasus-transfer  --threads 2,0.5,0,0
preprocess_ID0000003,cpu_3,compute,0,1676996913.0,,,1676996918.0,1676996880.0,1676996898.0,1676996920.0,1676996963.0,1676996910.0,1676996917.0,1676996963.0,1676996968.0,5.0,,2.0,43.0,5.0,18.0,467356066.0,7.0,160257914.0,poseidon,condorpool,poseidon-worker-3-container-0-7,preprocess,/srv/preprocess,,4.4,0,0
nlp_ID0000002,cpu_3,compute,0,1676996913.0,,,1676996918.0,1676996881.0,1676996897.0,1676996920.0,1676997233.0,1676997178.0,1676997183.0,1676997233.0,1676997238.0,5.0,,2.0,313.0,5.0,16.0,369033604.0,5.0,2755872.0,poseidon,condorpool,poseidon-worker-1-container-0-7,nlp,/srv/nlp,,1049.8,0,0
eda_ID0000001,cpu_3,compute,0,1676996913.0,,,1676996918.0,1676996881.0,1676996899.0,1676996920.0,1676996993.0,1676996940.0,1676996944.0,1676996993.0,1676996998.0,5.0,,2.0,73.0,5.0,18.0,464177772.0,4.0,1193958.0,poseidon,condorpool,poseidon-worker-2-container-32-39,eda,/srv/eda,,33.7,0,0
feature_eng_1_ID0000005,cpu_3,compute,0,1676996968.0,,,1676996973.0,1676996935.0,1676996956.0,1676996974.0,1676997038.0,1676996980.0,1676996990.0,1676997038.0,1676997043.0,5.0,,1.0,64.0,5.0,21.0,528250191.0,10.0,393324463.0,poseidon,condorpool,poseidon-worker-3-container-0-7,feature_eng_1,/srv/feature_eng_1,,15.8,0,0
feature_eng_0_ID0000004,cpu_3,compute,0,1676996968.0,,,1676996973.0,1676996935.0,1676996953.0,1676996974.0,1676997018.0,1676996965.0,1676996969.0,1676997018.0,1676997023.0,5.0,,1.0,44.0,5.0,18.0,369949088.0,4.0,893320.0,poseidon,condorpool,poseidon-worker-3-container-0-7,feature_eng_0,/srv/feature_eng_0,,5.2,0,0
feature_eng_5_ID0000009,cpu_3,compute,0,1676997043.0,,,1676997048.0,1676997010.0,1676997032.0,1676997050.0,1676997323.0,1676997261.0,1676997275.0,1676997323.0,1676997328.0,5.0,,2.0,273.0,5.0,22.0,856820455.0,14.0,655540227.0,poseidon,condorpool,poseidon-worker-2-container-32-39,feature_eng_5,/srv/feature_eng_5,,218.4,0,0
stage_out_local_condorpool_1_0,None,transfer,0,1676997043.0,,,1676997048.0,,,1676997048.0,1676997058.0,1676997049.0,1676997053.0,1676997058.0,1676997063.0,5.0,,0.0,10.0,5.0,,,4.0,394217783.0,poseidon,local,host-10-100-100-12.openstacklocal,pegasus::transfer,/home/poseidon/pegasus-5.1.0panorama/bin/pegasus-transfer,pegasus-kickstart  -n pegasus::transfer -N null -i - -R local  -L predict-future-sales -T 2023-02-17T19:59:06+00:00 pegasus-transfer  --threads 2,2.1,0,0
feature_eng_3_ID0000007,cpu_3,compute,0,1676997043.0,,,1676997048.0,1676997011.0,1676997037.0,1676997050.0,1676997228.0,1676997155.0,1676997177.0,1676997228.0,1676997233.0,5.0,,2.0,178.0,5.0,26.0,762217561.0,22.0,1179971921.0,poseidon,condorpool,poseidon-worker-3-container-0-7,feature_eng_3,/srv/feature_eng_3,,106.4,0,0
feature_eng_4_ID0000008,cpu_3,compute,0,1676997043.0,,,1676997048.0,1676997011.0,1676997036.0,1676997050.0,1676997173.0,1676997101.0,1676997123.0,1676997173.0,1676997178.0,5.0,,2.0,123.0,5.0,25.0,761328752.0,22.0,1201824259.0,poseidon,condorpool,poseidon-worker-3-container-0-7,feature_eng_4,/srv/feature_eng_4,,52.1,0,0
feature_eng_2_ID0000006,cpu_3,compute,0,1676997043.0,,,1676997048.0,1676997017.0,1676997040.0,1676997057.0,1676997418.0,1676997339.0,1676997369.0,1676997418.0,1676997423.0,5.0,,9.0,361.0,5.0,23.0,761320658.0,30.0,1748107178.0,poseidon,condorpool,poseidon-worker-3-container-0-7,feature_eng_2,/srv/feature_eng_2,,284.2,0,0
register_condorpool_1_0,None,auxiliary,0,1676997063.0,,,1676997068.0,,,1676997068.0,1676997073.0,,,1676997073.0,1676997078.0,5.0,,0.0,5.0,5.0,,,,,poseidon,local,host-10-100-100-12.openstacklocal,pegasus::rc-client,/home/poseidon/pegasus-5.1.0panorama/bin/pegasus-rc-client,"pegasus-kickstart  -n pegasus::rc-client -N null -R local  -L predict-future-sales -T 2023-02-17T19:59:06+00:00 /home/poseidon/pegasus-5.1.0panorama/bin/pegasus-rc-client --prefix pegasus.catalog.replica.output --conf /home/poseidon/workflows/predict-future-sales-workflow/submit/poseidon/pegasus/predict-future-sales/run0065/pegasus.16845914703215605254.properties -v --meta /home/poseidon/workflows/predict-future-sales-workflow/submit/poseidon/pegasus/predict-future-sales/run0065/00/00/feature_eng_1_ID0000005.meta,/home/poseidon/workflows/predict-future-sales-workflow/submit/poseidon/pegasus/predict-future-sales/run0065/00/00/feature_eng_0_ID0000004.meta --insert /home/poseidon/workflows/predict-future-sales-workflow/submit/poseidon/pegasus/predict-future-sales/run0065/00/00/register_condorpool_1_0.in",3.0,0,0
stage_out_local_condorpool_0_0,None,transfer,0,1676997238.0,,,1676997243.0,,,1676997243.0,1676997253.0,1676997243.0,1676997247.0,1676997253.0,1676997258.0,5.0,,0.0,10.0,5.0,,,4.0,164207744.0,poseidon,local,host-10-100-100-12.openstacklocal,pegasus::transfer,/home/poseidon/pegasus-5.1.0panorama/bin/pegasus-transfer,pegasus-kickstart  -n pegasus::transfer -N null -i - -R local  -L predict-future-sales -T 2023-02-17T19:59:06+00:00 pegasus-transfer  --threads 2,2.0,0,0
register_condorpool_0_0,None,auxiliary,0,1676997258.0,,,1676997263.0,,,1676997263.0,1676997268.0,,,1676997268.0,1676997273.0,5.0,,0.0,5.0,5.0,,,,,poseidon,local,host-10-100-100-12.openstacklocal,pegasus::rc-client,/home/poseidon/pegasus-5.1.0panorama/bin/pegasus-rc-client,"pegasus-kickstart  -n pegasus::rc-client -N null -R local  -L predict-future-sales -T 2023-02-17T19:59:06+00:00 /home/poseidon/pegasus-5.1.0panorama/bin/pegasus-rc-client --prefix pegasus.catalog.replica.output --conf /home/poseidon/workflows/predict-future-sales-workflow/submit/poseidon/pegasus/predict-future-sales/run0065/pegasus.16845914703215605254.properties -v --meta /home/poseidon/workflows/predict-future-sales-workflow/submit/poseidon/pegasus/predict-future-sales/run0065/00/00/nlp_ID0000002.meta,/home/poseidon/workflows/predict-future-sales-workflow/submit/poseidon/pegasus/predict-future-sales/run0065/00/00/eda_ID0000001.meta,/home/poseidon/workflows/predict-future-sales-workflow/submit/poseidon/pegasus/predict-future-sales/run0065/00/00/preprocess_ID0000003.meta --insert /home/poseidon/workflows/predict-future-sales-workflow/submit/poseidon/pegasus/predict-future-sales/run0065/00/00/register_condorpool_0_0.in",2.9,0,0
stage_out_local_condorpool_2_0,None,transfer,0,1676997423.0,,,1676997428.0,,,1676997428.0,1676997453.0,1676997428.0,1676997447.0,1676997453.0,1676997458.0,5.0,,0.0,25.0,5.0,,,19.0,4785443585.0,poseidon,local,host-10-100-100-12.openstacklocal,pegasus::transfer,/home/poseidon/pegasus-5.1.0panorama/bin/pegasus-transfer,pegasus-kickstart  -n pegasus::transfer -N null -i - -R local  -L predict-future-sales -T 2023-02-17T19:59:06+00:00 pegasus-transfer  --threads 2,20.7,0,0
feature_merge_ID0000010,cpu_3,compute,0,1676997423.0,,,1676997428.0,1676997390.0,1676997457.0,1676997429.0,1676997648.0,1676997547.0,1676997596.0,1676997648.0,1676997653.0,5.0,,1.0,219.0,5.0,67.0,5155397110.0,49.0,2993643458.0,poseidon,condorpool,poseidon-worker-2-container-32-39,feature_merge,/srv/feature_merge,,60.3,0,0
