,anomaly_type,type,is_clustered,ready,pre_script_start,pre_script_end,submit,execute_start,execute_end,post_script_start,post_script_end,wms_delay,pre_script_delay,queue_delay,runtime,post_script_delay,stage_in_delay,stage_in_bytes,stage_out_delay,stage_out_bytes,kickstart_user,kickstart_site,kickstart_hostname,kickstart_transformations,kickstart_executables,kickstart_executables_argv,kickstart_executables_cpu_time,kickstart_status,kickstart_executables_exitcode
create_dir_1000-genome_0_condorpool,normal,auxiliary,0,1662597782.0,,,1662597783.0,1662597787.0,1662597793.0,1662597793.0,1662597798.0,1.0,,4.0,6.0,5.0,,,,,poseidon,local,host-10-100-100-233.openstacklocal,pegasus::dirmanager,/home/poseidon/pegasus-5.1.0panorama/bin/pegasus-transfer,-n pegasus::dirmanager -N null -i - -R local  -L 1000-genome -T 2022-08-03T06:30:23+00:00 /home/poseidon/pegasus-5.1.0panorama/bin/../bin/pegasus-transfer,0.2,0,0
individuals_ID0000047,normal,compute,0,1662597798.0,,,1662597803.0,1662597825.0,1662599190.0,1662599190.0,1662599195.0,5.0,,22.0,1365.0,5.0,20.0,1014283276.0,5.0,388095.0,poseidon,condorpool,worker2-container-8-11,individuals,/var/lib/condor/execute/dir_7891/pegasus.lL2SvMNDT/individuals,,922.9,0,0
individuals_ID0000046,normal,compute,0,1662597798.0,,,1662597803.0,1662597823.0,1662599466.0,1662599466.0,1662599471.0,5.0,,20.0,1643.0,5.0,360.0,1014283276.0,4.0,356877.0,poseidon,condorpool,worker1-container-4-7,individuals,/var/lib/condor/execute/dir_8242/pegasus.kGHRlvUbq/individuals,,930.5,0,0
individuals_ID0000045,hdd_10,compute,0,1662597798.0,,,1662597803.0,1662597824.0,1662599361.0,1662599361.0,1662599366.0,5.0,,21.0,1537.0,5.0,267.0,1014283276.0,33.0,337568.0,poseidon,condorpool,worker2-container-0-3,individuals,/var/lib/condor/execute/dir_9829/pegasus.pTOed5k6V/individuals,,949.6,0,0
individuals_ID0000044,hdd_10,compute,0,1662597798.0,,,1662597803.0,1662597823.0,1662599476.0,1662599476.0,1662599481.0,5.0,,20.0,1653.0,5.0,311.0,1014283276.0,4.0,465538.0,poseidon,condorpool,worker1-container-0-3,individuals,/var/lib/condor/execute/dir_9302/pegasus.WeVwwdbtt/individuals,,928.7,0,0
individuals_ID0000049,hdd_10,compute,0,1662597798.0,,,1662597803.0,1662597832.0,1662599476.0,1662599476.0,1662599481.0,5.0,,29.0,1644.0,5.0,5.0,409163.0,,,poseidon,condorpool,worker1-container-24-27,individuals,/var/lib/condor/execute/dir_8150/pegasus.7Q2mQLA9p/individuals,,931.0,0,0
individuals_ID0000048,hdd_10,compute,0,1662597798.0,,,1662597803.0,1662597823.0,1662599756.0,1662599756.0,1662599761.0,5.0,,20.0,1933.0,5.0,265.0,1014283276.0,90.0,489131.0,poseidon,condorpool,worker2-container-12-15,individuals,/var/lib/condor/execute/dir_9207/pegasus.Czo8wFgmu/individuals,,973.0,0,0
individuals_ID0000032,hdd_10,compute,0,1662597798.0,,,1662597803.0,1662597823.0,1662599471.0,1662599471.0,1662599476.0,5.0,,20.0,1648.0,5.0,364.0,1014283276.0,4.0,325477.0,poseidon,condorpool,worker1-container-16-19,individuals,/var/lib/condor/execute/dir_8472/pegasus.V8DnfEXiY/individuals,,934.5,0,0
individuals_ID0000031,hdd_10,compute,0,1662597798.0,,,1662597803.0,1662597825.0,1662599371.0,1662599371.0,1662599376.0,5.0,,22.0,1546.0,5.0,264.0,1014283276.0,49.0,260100.0,poseidon,condorpool,worker2-container-28-31,individuals,/var/lib/condor/execute/dir_9562/pegasus.ryeAHtjDg/individuals,,951.5,0,0
individuals_ID0000030,normal,compute,0,1662597798.0,,,1662597803.0,1662597832.0,1662599501.0,1662599501.0,1662599506.0,5.0,,29.0,1669.0,5.0,262.0,1014283276.0,4.0,221414.0,poseidon,condorpool,worker1-container-8-11,individuals,/var/lib/condor/execute/dir_5865/pegasus.eLDldGgTk/individuals,,946.4,0,0
individuals_ID0000036,normal,compute,0,1662597798.0,,,1662597803.0,1662597824.0,1662599361.0,1662599361.0,1662599366.0,5.0,,21.0,1537.0,5.0,434.0,1014283276.0,10.0,216183.0,poseidon,condorpool,worker2-container-20-23,individuals,/var/lib/condor/execute/dir_10347/pegasus.5JD68mlor/individuals,,949.8,0,0
