,type,is_clustered,ready,pre_script_start,pre_script_end,submit,execute_start,execute_end,post_script_start,post_script_end,wms_delay,pre_script_delay,queue_delay,runtime,post_script_delay,stage_in_delay,stage_in_bytes,stage_out_delay,stage_out_bytes,kickstart_user,kickstart_site,kickstart_hostname,kickstart_transformations,kickstart_executables,kickstart_executables_argv,kickstart_executables_cpu_time,kickstart_status,kickstart_executables_exitcode
create_dir_1000-genome_0_condorpool,auxiliary,0,1658825537.0,,,1658825538.0,1658825543.0,1658825548.0,1658825548.0,1658825553.0,1.0,,5.0,5.0,5.0,,,,,poseidon,local,host-10-100-100-16.openstacklocal,pegasus::dirmanager,/home/poseidon/pegasus-5.1.0panorama/bin/pegasus-transfer,-n pegasus::dirmanager -N null -i - -R local  -L 1000-genome -T 2022-07-24T20:26:55+00:00 /home/poseidon/pegasus-5.1.0panorama/bin/../bin/pegasus-transfer,0.2,0,0
individuals_ID0000047,compute,0,1658825553.0,,,1658825558.0,1658825579.0,1658828065.0,1658828065.0,1658828070.0,5.0,,21.0,2486.0,5.0,232.0,2539481399.0,5.0,1489836.0,poseidon,condorpool,worker2-container-36-39,individuals,/var/lib/condor/execute/dir_5903/pegasus.AihXLAVoy/individuals,,2231.7,0,0
individuals_ID0000046,compute,0,1658825553.0,,,1658825558.0,1658825579.0,1658828045.0,1658828045.0,1658828050.0,5.0,,21.0,2466.0,5.0,194.0,2539481399.0,4.0,960390.0,poseidon,condorpool,worker2-container-20-23,individuals,/var/lib/condor/execute/dir_6531/pegasus.7dWJeJbOM/individuals,,2251.7,0,0
individuals_ID0000045,compute,0,1658825553.0,,,1658825558.0,1658825579.0,1658830289.0,1658830289.0,1658830294.0,5.0,,21.0,4710.0,5.0,217.0,2539481399.0,4.0,1313210.0,poseidon,condorpool,worker1-container-4-7,individuals,/var/lib/condor/execute/dir_5323/pegasus.pQzzNsKQ0/individuals,,2052.3,0,0
individuals_ID0000044,compute,0,1658825553.0,,,1658825558.0,1658825579.0,1658829441.0,1658829441.0,1658829447.0,5.0,,21.0,3862.0,6.0,130.0,2539481399.0,4.0,1029251.0,poseidon,condorpool,worker1-container-0-3,individuals,/var/lib/condor/execute/dir_6933/pegasus.DQ5STspVQ/individuals,,2020.0,0,0
individuals_ID0000049,compute,0,1658825553.0,,,1658825558.0,1658825579.0,1658828115.0,1658828115.0,1658828120.0,5.0,,21.0,2536.0,5.0,224.0,2539481399.0,4.0,1438343.0,poseidon,condorpool,worker2-container-4-7,individuals,/var/lib/condor/execute/dir_6086/pegasus.eyjKVaLyd/individuals,,2284.2,0,0
individuals_ID0000048,compute,0,1658825553.0,,,1658825558.0,1658825579.0,1658827940.0,1658827940.0,1658827945.0,5.0,,21.0,2361.0,5.0,120.0,2539481399.0,4.0,1174770.0,poseidon,condorpool,worker2-container-28-31,individuals,/var/lib/condor/execute/dir_5950/pegasus.8ufLQ9CxM/individuals,,2220.8,0,0
individuals_ID0000032,compute,0,1658825553.0,,,1658825558.0,1658825579.0,1658828015.0,1658828015.0,1658828020.0,5.0,,21.0,2436.0,5.0,203.0,2539481399.0,4.0,1644689.0,poseidon,condorpool,worker1-container-20-23,individuals,/var/lib/condor/execute/dir_4644/pegasus.pEFjztdhO/individuals,,2209.8,0,0
individuals_ID0000031,compute,0,1658825553.0,,,1658825558.0,1658825579.0,1658828180.0,1658828180.0,1658828185.0,5.0,,21.0,2601.0,5.0,210.0,2539481399.0,5.0,1885641.0,poseidon,condorpool,worker1-container-28-31,individuals,/var/lib/condor/execute/dir_6127/pegasus.8vLsn06TW/individuals,,2367.2,0,0
individuals_ID0000030,compute,0,1658825553.0,,,1658825558.0,1658825579.0,1658828195.0,1658828195.0,1658828200.0,5.0,,21.0,2616.0,5.0,253.0,2539481399.0,4.0,2294327.0,poseidon,condorpool,worker1-container-8-11,individuals,/var/lib/condor/execute/dir_5496/pegasus.AdhGUFGml/individuals,,2338.4,0,0
individuals_ID0000036,compute,0,1658825553.0,,,1658825558.0,1658825579.0,1658827990.0,1658827990.0,1658827995.0,5.0,,21.0,2411.0,5.0,180.0,2539481399.0,4.0,844494.0,poseidon,condorpool,worker1-container-36-39,individuals,/var/lib/condor/execute/dir_6388/pegasus.SccWu7lAL/individuals,,2204.2,0,0
sifting_ID0000104,compute,0,1658825553.0,,,1658825558.0,1658825579.0,1658825733.0,1658825733.0,1658825738.0,5.0,,21.0,154.0,5.0,111.0,1708159164.0,5.0,1055195.0,poseidon,condorpool,worker1-container-12-15,sifting,/var/lib/condor/execute/dir_5282/pegasus.1eyyQPBiE/sifting,,5.3,0,0
individuals_ID0000035,compute,0,1658825553.0,,,1658825558.0,1658825579.0,1658829953.0,1658829953.0,1658829958.0,5.0,,21.0,4374.0,5.0,142.0,2539481399.0,4.0,2880090.0,poseidon,condorpool,worker2-container-24-27,individuals,/var/lib/condor/execute/dir_6869/pegasus.mCvMNOPjs/individuals,,2127.0,0,0
individuals_ID0000033,compute,0,1658825553.0,,,1658825558.0,1658825579.0,1658828010.0,1658828010.0,1658828015.0,5.0,,21.0,2431.0,5.0,205.0,2539481399.0,5.0,1455694.0,poseidon,condorpool,worker2-container-8-11,individuals,/var/lib/condor/execute/dir_6002/pegasus.a7bn3miVd/individuals,,2205.3,0,0
