,type,is_clustered,ready,pre_script_start,pre_script_end,submit,execute_start,execute_end,post_script_start,post_script_end,wms_delay,pre_script_delay,queue_delay,runtime,post_script_delay,stage_in_delay,stage_in_bytes,stage_out_delay,stage_out_bytes,kickstart_user,kickstart_site,kickstart_hostname,kickstart_transformations,kickstart_executables,kickstart_executables_argv,kickstart_executables_cpu_time,kickstart_status,kickstart_executables_exitcode
create_dir_1000-genome_0_condorpool,auxiliary,0,1658831052.0,,,1658831053.0,1658831057.0,1658831063.0,1658831063.0,1658831068.0,1.0,,4.0,6.0,5.0,,,,,poseidon,local,host-10-100-100-16.openstacklocal,pegasus::dirmanager,/home/poseidon/pegasus-5.1.0panorama/bin/pegasus-transfer,-n pegasus::dirmanager -N null -i - -R local  -L 1000-genome -T 2022-07-24T20:26:55+00:00 /home/poseidon/pegasus-5.1.0panorama/bin/../bin/pegasus-transfer,0.2,0,0
individuals_ID0000047,compute,0,1658831068.0,,,1658831073.0,1658831094.0,1658833627.0,1658833627.0,1658833632.0,5.0,,21.0,2533.0,5.0,220.0,2539481399.0,4.0,1489957.0,poseidon,condorpool,worker2-container-20-23,individuals,/var/lib/condor/execute/dir_8864/pegasus.pmyvWp1VH/individuals,,2287.0,0,0
individuals_ID0000046,compute,0,1658831068.0,,,1658831073.0,1658831093.0,1658835434.0,1658835434.0,1658835439.0,5.0,,20.0,4341.0,5.0,194.0,2539481399.0,5.0,960913.0,poseidon,condorpool,worker1-container-0-3,individuals,/var/lib/condor/execute/dir_10003/pegasus.PVjfcvKD0/individuals,,2081.1,0,0
individuals_ID0000045,compute,0,1658831068.0,,,1658831073.0,1658831094.0,1658834558.0,1658834558.0,1658834563.0,5.0,,21.0,3464.0,5.0,160.0,2539481399.0,5.0,1313026.0,poseidon,condorpool,worker1-container-4-7,individuals,/var/lib/condor/execute/dir_10531/pegasus.kbnASP32d/individuals,,2081.2,0,0
individuals_ID0000044,compute,0,1658831068.0,,,1658831073.0,1658831093.0,1658833596.0,1658833596.0,1658833601.0,5.0,,20.0,2503.0,5.0,182.0,2539481399.0,5.0,1028955.0,poseidon,condorpool,worker2-container-8-11,individuals,/var/lib/condor/execute/dir_8601/pegasus.6RVqTzXcl/individuals,,2295.5,0,0
individuals_ID0000049,compute,0,1658831068.0,,,1658831073.0,1658831093.0,1658833606.0,1658833606.0,1658833611.0,5.0,,20.0,2513.0,5.0,192.0,2539481399.0,4.0,1438239.0,poseidon,condorpool,worker2-container-28-31,individuals,/var/lib/condor/execute/dir_9300/pegasus.tlZKlIzZe/individuals,,2297.6,0,0
individuals_ID0000048,compute,0,1658831068.0,,,1658831073.0,1658831093.0,1658833511.0,1658833511.0,1658833516.0,5.0,,20.0,2418.0,5.0,109.0,2539481399.0,5.0,1174755.0,poseidon,condorpool,worker2-container-4-7,individuals,/var/lib/condor/execute/dir_8988/pegasus.RVjeXAJft/individuals,,2284.7,0,0
individuals_ID0000032,compute,0,1658831068.0,,,1658831073.0,1658831093.0,1658833566.0,1658833566.0,1658833571.0,5.0,,20.0,2473.0,5.0,200.0,2539481399.0,5.0,1644500.0,poseidon,condorpool,worker1-container-28-31,individuals,/var/lib/condor/execute/dir_9457/pegasus.dW4sshJ4U/individuals,,2238.7,0,0
individuals_ID0000031,compute,0,1658831068.0,,,1658831073.0,1658831093.0,1658833576.0,1658833576.0,1658833581.0,5.0,,20.0,2483.0,5.0,216.0,2539481399.0,4.0,1885612.0,poseidon,condorpool,worker2-container-36-39,individuals,/var/lib/condor/execute/dir_8235/pegasus.81UekKOh4/individuals,,2232.2,0,0
individuals_ID0000030,compute,0,1658831068.0,,,1658831073.0,1658831093.0,1658833622.0,1658833622.0,1658833627.0,5.0,,20.0,2529.0,5.0,197.0,2539481399.0,5.0,2294082.0,poseidon,condorpool,worker2-container-16-19,individuals,/var/lib/condor/execute/dir_9829/pegasus.IozoCjhoQ/individuals,,2308.7,0,0
individuals_ID0000036,compute,0,1658831068.0,,,1658831073.0,1658831093.0,1658835489.0,1658835489.0,1658835494.0,5.0,,20.0,4396.0,5.0,185.0,2539481399.0,4.0,845116.0,poseidon,condorpool,worker2-container-24-27,individuals,/var/lib/condor/execute/dir_10044/pegasus.nQb10gtJz/individuals,,2089.3,0,0
