,type,is_clustered,ready,pre_script_start,pre_script_end,submit,execute_start,execute_end,post_script_start,post_script_end,wms_delay,pre_script_delay,queue_delay,runtime,post_script_delay,stage_in_delay,stage_in_bytes,stage_out_delay,stage_out_bytes,kickstart_user,kickstart_site,kickstart_hostname,kickstart_transformations,kickstart_executables,kickstart_executables_argv,kickstart_executables_cpu_time,kickstart_status,kickstart_executables_exitcode
create_dir_1000-genome_0_condorpool,auxiliary,0,1658819025.0,,,1658819026.0,1658819032.0,1658819036.0,1658819036.0,1658819041.0,1.0,,6.0,4.0,5.0,,,,,poseidon,local,host-10-100-100-16.openstacklocal,pegasus::dirmanager,/home/poseidon/pegasus-5.1.0panorama/bin/pegasus-transfer,-n pegasus::dirmanager -N null -i - -R local  -L 1000-genome -T 2022-07-24T20:26:55+00:00 /home/poseidon/pegasus-5.1.0panorama/bin/../bin/pegasus-transfer,0.2,0,0
individuals_ID0000047,compute,0,1658819041.0,,,1658819046.0,1658819068.0,1658821548.0,1658821548.0,1658821553.0,5.0,,22.0,2480.0,5.0,177.0,2539481399.0,4.0,1489924.0,poseidon,condorpool,worker2-container-8-11,individuals,/var/lib/condor/execute/dir_3132/pegasus.gfRdwmZIH/individuals,,2278.2,0,0
individuals_ID0000046,compute,0,1658819041.0,,,1658819046.0,1658819069.0,1658823275.0,1658823275.0,1658823280.0,5.0,,23.0,4206.0,5.0,239.0,2539481399.0,5.0,960640.0,poseidon,condorpool,worker1-container-4-7,individuals,/var/lib/condor/execute/dir_2744/pegasus.MZpODstXt/individuals,,2090.2,0,0
individuals_ID0000045,compute,0,1658819041.0,,,1658819046.0,1658819068.0,1658821558.0,1658821558.0,1658821563.0,5.0,,22.0,2490.0,5.0,215.0,2539481399.0,5.0,1312704.0,poseidon,condorpool,worker2-container-20-23,individuals,/var/lib/condor/execute/dir_3756/pegasus.zeQ8DRZkl/individuals,,2255.2,0,0
individuals_ID0000044,compute,0,1658819041.0,,,1658819046.0,1658819068.0,1658821468.0,1658821468.0,1658821473.0,5.0,,22.0,2400.0,5.0,100.0,2539481399.0,4.0,1029005.0,poseidon,condorpool,worker2-container-4-7,individuals,/var/lib/condor/execute/dir_3458/pegasus.sCoBRBWlv/individuals,,2279.8,0,0
individuals_ID0000049,compute,0,1658819041.0,,,1658819046.0,1658819068.0,1658821448.0,1658821448.0,1658821453.0,5.0,,22.0,2380.0,5.0,106.0,2539481399.0,4.0,1438367.0,poseidon,condorpool,worker1-container-24-27,individuals,/var/lib/condor/execute/dir_2446/pegasus.dgFGnqkFp/individuals,,2250.3,0,0
individuals_ID0000048,compute,0,1658819041.0,,,1658819046.0,1658819068.0,1658821658.0,1658821658.0,1658821663.0,5.0,,22.0,2590.0,5.0,206.0,2539481399.0,4.0,1174727.0,poseidon,condorpool,worker1-container-16-19,individuals,/var/lib/condor/execute/dir_2010/pegasus.g22FXnLkT/individuals,,2213.2,0,0
individuals_ID0000032,compute,0,1658819041.0,,,1658819046.0,1658819068.0,1658821648.0,1658821648.0,1658821653.0,5.0,,22.0,2580.0,5.0,148.0,2539481399.0,4.0,1644525.0,poseidon,condorpool,worker1-container-20-23,individuals,/var/lib/condor/execute/dir_2703/pegasus.WvyhTQH7M/individuals,,2216.4,0,0
individuals_ID0000031,compute,0,1658819041.0,,,1658819046.0,1658819068.0,1658821508.0,1658821508.0,1658821513.0,5.0,,22.0,2440.0,5.0,190.0,2539481399.0,4.0,1885616.0,poseidon,condorpool,worker2-container-0-3,individuals,/var/lib/condor/execute/dir_3454/pegasus.bxIDXVNae/individuals,,2223.7,0,0
individuals_ID0000030,compute,0,1658819041.0,,,1658819046.0,1658819068.0,1658821518.0,1658821518.0,1658821523.0,5.0,,22.0,2450.0,5.0,164.0,2539481399.0,4.0,2294010.0,poseidon,condorpool,worker2-container-16-19,individuals,/var/lib/condor/execute/dir_3008/pegasus.iRKtGDNlt/individuals,,2258.6,0,0
