,anomaly_type,type,is_clustered,ready,pre_script_start,pre_script_end,submit,execute_start,execute_end,post_script_start,post_script_end,wms_delay,pre_script_delay,queue_delay,runtime,post_script_delay,stage_in_delay,stage_in_bytes,stage_out_delay,stage_out_bytes,kickstart_user,kickstart_site,kickstart_hostname,kickstart_transformations,kickstart_executables,kickstart_executables_argv,kickstart_executables_cpu_time,kickstart_status,kickstart_executables_exitcode
create_dir_1000-genome_0_condorpool,normal,auxiliary,0,1659846612.0,,,1659846613.0,1659846617.0,1659846623.0,1659846623.0,1659846628.0,1.0,,4.0,6.0,5.0,,,,,poseidon,local,host-10-100-100-233.openstacklocal,pegasus::dirmanager,/home/poseidon/pegasus-5.1.0panorama/bin/pegasus-transfer,-n pegasus::dirmanager -N null -i - -R local  -L 1000-genome -T 2022-08-03T06:30:23+00:00 /home/poseidon/pegasus-5.1.0panorama/bin/../bin/pegasus-transfer,0.2,0,0
individuals_ID0000047,normal,compute,0,1659846628.0,,,1659846634.0,1659846654.0,1659847690.0,1659847690.0,1659847695.0,6.0,,20.0,1036.0,5.0,68.0,1014283276.0,5.0,387922.0,poseidon,condorpool,worker1-container-12-15,individuals,/var/lib/condor/execute/dir_66061/pegasus.uwIDCOFV5/individuals,,945.8,0,0
individuals_ID0000046,normal,compute,0,1659846628.0,,,1659846634.0,1659846654.0,1659847825.0,1659847825.0,1659847830.0,6.0,,20.0,1171.0,5.0,68.0,1014283276.0,5.0,357211.0,poseidon,condorpool,worker2-container-28-31,individuals,/var/lib/condor/execute/dir_95437/pegasus.jFXcRCLi1/individuals,,909.3,0,0
individuals_ID0000045,normal,compute,0,1659846628.0,,,1659846634.0,1659846654.0,1659847710.0,1659847710.0,1659847715.0,6.0,,20.0,1056.0,5.0,60.0,1014283276.0,5.0,337571.0,poseidon,condorpool,worker1-container-20-23,individuals,/var/lib/condor/execute/dir_77219/pegasus.jQ0Q5GLv4/individuals,,974.2,0,0
individuals_ID0000044,normal,compute,0,1659846628.0,,,1659846634.0,1659846654.0,1659847670.0,1659847670.0,1659847675.0,6.0,,20.0,1016.0,5.0,72.0,1014283276.0,4.0,465472.0,poseidon,condorpool,worker2-container-32-35,individuals,/var/lib/condor/execute/dir_83654/pegasus.tZhAoxLtE/individuals,,918.8,0,0
individuals_ID0000049,normal,compute,0,1659846628.0,,,1659846634.0,1659846654.0,1659847670.0,1659847670.0,1659847675.0,6.0,,20.0,1016.0,5.0,55.0,1014283276.0,5.0,409262.0,poseidon,condorpool,worker1-container-28-31,individuals,/var/lib/condor/execute/dir_61938/pegasus.xm92JYRn8/individuals,,939.3,0,0
individuals_ID0000048,normal,compute,0,1659846628.0,,,1659846634.0,1659846654.0,1659847655.0,1659847655.0,1659847660.0,6.0,,20.0,1001.0,5.0,34.0,1014283276.0,5.0,488757.0,poseidon,condorpool,worker2-container-4-7,individuals,/var/lib/condor/execute/dir_118207/pegasus.hp729bUV9/individuals,,943.3,0,0
individuals_ID0000032,normal,compute,0,1659846628.0,,,1659846634.0,1659846654.0,1659847685.0,1659847685.0,1659847690.0,6.0,,20.0,1031.0,5.0,62.0,1014283276.0,4.0,325594.0,poseidon,condorpool,worker1-container-32-35,individuals,/var/lib/condor/execute/dir_69426/pegasus.DMpdY0cX5/individuals,,944.0,0,0
individuals_ID0000031,normal,compute,0,1659846628.0,,,1659846634.0,1659846654.0,1659847690.0,1659847690.0,1659847695.0,6.0,,20.0,1036.0,5.0,69.0,1014283276.0,5.0,259897.0,poseidon,condorpool,worker2-container-24-27,individuals,/var/lib/condor/execute/dir_97571/pegasus.7FXyxc3bq/individuals,,944.6,0,0
individuals_ID0000030,normal,compute,0,1659846628.0,,,1659846634.0,1659846654.0,1659847700.0,1659847700.0,1659847705.0,6.0,,20.0,1046.0,5.0,64.0,1014283276.0,4.0,221579.0,poseidon,condorpool,worker1-container-24-27,individuals,/var/lib/condor/execute/dir_76271/pegasus.ipT4jc8LV/individuals,,961.0,0,0
