,anomaly_type,type,is_clustered,ready,pre_script_start,pre_script_end,submit,stage_in_start,stage_in_end,execute_start,execute_end,stage_out_start,stage_out_end,post_script_start,post_script_end,wms_delay,pre_script_delay,queue_delay,runtime,post_script_delay,stage_in_delay,stage_in_bytes,stage_out_delay,stage_out_bytes,kickstart_user,kickstart_site,kickstart_hostname,kickstart_transformations,kickstart_executables,kickstart_executables_argv,kickstart_executables_cpu_time,kickstart_status,kickstart_executables_exitcode
create_dir_predict-future-sales_0_local,None,auxiliary,0,1676691052.0,,,1676691053.0,,,1676691058.0,1676691068.0,,,1676691068.0,1676691073.0,1.0,,5.0,10.0,5.0,,,,,poseidon,local,host-10-100-100-12.openstacklocal,pegasus::dirmanager,/home/poseidon/pegasus-5.1.0panorama/bin/pegasus-transfer,pegasus-kickstart  -n pegasus::dirmanager -N null -i - -R local  -L predict-future-sales -T 2023-02-17T19:59:06+00:00 pegasus-transfer,0.3,0,0
create_dir_predict-future-sales_0_condorpool,None,auxiliary,0,1676691052.0,,,1676691053.0,,,1676691058.0,1676691068.0,,,1676691068.0,1676691073.0,1.0,,5.0,10.0,5.0,,,,,poseidon,local,host-10-100-100-12.openstacklocal,pegasus::dirmanager,/home/poseidon/pegasus-5.1.0panorama/bin/pegasus-transfer,pegasus-kickstart  -n pegasus::dirmanager -N null -i - -R local  -L predict-future-sales -T 2023-02-17T19:59:06+00:00 pegasus-transfer,0.3,0,0
stage_in_local_local_4_0,None,transfer,0,1676691073.0,,,1676691078.0,1676691079.0,1676691081.0,1676691079.0,1676691088.0,,,1676691088.0,1676691094.0,5.0,,1.0,9.0,6.0,2.0,12577.0,,,poseidon,local,host-10-100-100-12.openstacklocal,pegasus::transfer,/home/poseidon/pegasus-5.1.0panorama/bin/pegasus-transfer,pegasus-kickstart  -n pegasus::transfer -N null -i - -R local  -L predict-future-sales -T 2023-02-17T19:59:06+00:00 pegasus-transfer  --threads 2,0.4,0,0
stage_in_local_condorpool_8_0,None,transfer,0,1676691073.0,,,1676691078.0,1676691079.0,1676691082.0,1676691079.0,1676691089.0,,,1676691089.0,1676691094.0,5.0,,1.0,10.0,5.0,3.0,2368.0,,,poseidon,local,host-10-100-100-12.openstacklocal,pegasus::transfer,/home/poseidon/pegasus-5.1.0panorama/bin/pegasus-transfer,pegasus-kickstart  -n pegasus::transfer -N null -i - -R local  -L predict-future-sales -T 2023-02-17T19:59:06+00:00 pegasus-transfer  --threads 2,0.5,0,0
stage_in_local_condorpool_3_0,None,transfer,0,1676691073.0,,,1676691078.0,1676691079.0,1676691083.0,1676691079.0,1676691089.0,,,1676691089.0,1676691094.0,5.0,,1.0,10.0,5.0,4.0,12704.0,,,poseidon,local,host-10-100-100-12.openstacklocal,pegasus::transfer,/home/poseidon/pegasus-5.1.0panorama/bin/pegasus-transfer,pegasus-kickstart  -n pegasus::transfer -N null -i - -R local  -L predict-future-sales -T 2023-02-17T19:59:06+00:00 pegasus-transfer  --threads 2,0.6,0,0
stage_in_local_condorpool_2_0,None,transfer,0,1676691073.0,,,1676691078.0,1676691079.0,1676691085.0,1676691079.0,1676691094.0,,,1676691094.0,1676691100.0,5.0,,1.0,15.0,6.0,6.0,55480.0,,,poseidon,local,host-10-100-100-12.openstacklocal,pegasus::transfer,/home/poseidon/pegasus-5.1.0panorama/bin/pegasus-transfer,pegasus-kickstart  -n pegasus::transfer -N null -i - -R local  -L predict-future-sales -T 2023-02-17T19:59:06+00:00 pegasus-transfer  --threads 2,1.0,0,0
stage_in_local_condorpool_1_0,None,transfer,0,1676691073.0,,,1676691078.0,1676691079.0,1676691083.0,1676691079.0,1676691089.0,,,1676691089.0,1676691094.0,5.0,,1.0,10.0,5.0,4.0,15640.0,,,poseidon,local,host-10-100-100-12.openstacklocal,pegasus::transfer,/home/poseidon/pegasus-5.1.0panorama/bin/pegasus-transfer,pegasus-kickstart  -n pegasus::transfer -N null -i - -R local  -L predict-future-sales -T 2023-02-17T19:59:06+00:00 pegasus-transfer  --threads 2,0.6,0,0
stage_in_local_condorpool_0_0,None,transfer,0,1676691073.0,,,1676691078.0,1676691079.0,1676691094.0,1676691079.0,1676691100.0,,,1676691100.0,1676691105.0,5.0,,1.0,21.0,5.0,15.0,936801734.0,,,poseidon,local,host-10-100-100-12.openstacklocal,pegasus::transfer,/home/poseidon/pegasus-5.1.0panorama/bin/pegasus-transfer,pegasus-kickstart  -n pegasus::transfer -N null -i - -R local  -L predict-future-sales -T 2023-02-17T19:59:06+00:00 pegasus-transfer  --threads 2,5.8,0,0
stage_in_local_condorpool_7_0,None,transfer,0,1676691073.0,,,1676691078.0,1676691079.0,1676691082.0,1676691079.0,1676691089.0,,,1676691089.0,1676691094.0,5.0,,1.0,10.0,5.0,3.0,3488.0,,,poseidon,local,host-10-100-100-12.openstacklocal,pegasus::transfer,/home/poseidon/pegasus-5.1.0panorama/bin/pegasus-transfer,pegasus-kickstart  -n pegasus::transfer -N null -i - -R local  -L predict-future-sales -T 2023-02-17T19:59:06+00:00 pegasus-transfer  --threads 2,0.4,0,0
stage_in_local_condorpool_6_0,None,transfer,0,1676691073.0,,,1676691078.0,1676691079.0,1676691082.0,1676691079.0,1676691089.0,,,1676691089.0,1676691094.0,5.0,,1.0,10.0,5.0,3.0,7870.0,,,poseidon,local,host-10-100-100-12.openstacklocal,pegasus::transfer,/home/poseidon/pegasus-5.1.0panorama/bin/pegasus-transfer,pegasus-kickstart  -n pegasus::transfer -N null -i - -R local  -L predict-future-sales -T 2023-02-17T19:59:06+00:00 pegasus-transfer  --threads 2,0.4,0,0
preprocess_ID0000003,None,compute,0,1676691105.0,,,1676691110.0,1676691079.0,1676691102.0,1676691113.0,1676691170.0,1676691114.0,1676691124.0,1676691170.0,1676691175.0,5.0,,3.0,57.0,5.0,23.0,467356066.0,10.0,160257914.0,poseidon,condorpool,poseidon-worker-2-container-40-47,preprocess,/srv/preprocess,,4.3,0,0
nlp_ID0000002,None,compute,0,1676691105.0,,,1676691110.0,1676691079.0,1676691097.0,1676691113.0,1676691386.0,1676691338.0,1676691342.0,1676691386.0,1676691391.0,5.0,,3.0,273.0,5.0,18.0,369033604.0,4.0,2755872.0,poseidon,condorpool,poseidon-worker-1-container-40-47,nlp,/srv/nlp,,1404.3,0,0
eda_ID0000001,None,compute,0,1676691105.0,,,1676691110.0,1676691079.0,1676691097.0,1676691113.0,1676691185.0,1676691138.0,1676691142.0,1676691185.0,1676691190.0,5.0,,3.0,72.0,5.0,18.0,464177772.0,4.0,1197546.0,poseidon,condorpool,poseidon-worker-1-container-32-39,eda,/srv/eda,,34.0,0,0
