,anomaly_type,type,is_clustered,ready,pre_script_start,pre_script_end,submit,stage_in_start,stage_in_end,stage_in_effective_bytes_per_sec,execute_start,execute_end,stage_out_start,stage_out_end,stage_out_effective_bytes_per_sec,post_script_start,post_script_end,wms_delay,pre_script_delay,queue_delay,runtime,post_script_delay,stage_in_delay,stage_in_bytes,stage_out_delay,stage_out_bytes,kickstart_user,kickstart_site,kickstart_hostname,kickstart_transformations,kickstart_executables,kickstart_executables_argv,kickstart_executables_cpu_time,kickstart_status,kickstart_executables_exitcode,kickstart_online_iowait,kickstart_online_bytes_read,kickstart_online_bytes_written,kickstart_online_read_system_calls,kickstart_online_write_system_calls,kickstart_online_utime,kickstart_online_stime,kickstart_online_bytes_read_per_second,kickstart_online_bytes_written_per_second
create_dir_casa-nowcast-full_0_condorpool,None,auxiliary,0,1705383915.0,,,1705383916.0,,,0.0,1705383920.0,1705383926.0,,,0.0,1705383926.0,1705383931.0,1.0,,4.0,6.0,5.0,,,,,poseidon,local,poseidon-submit,pegasus::dirmanager,/mnt/poseidon-data/poseidon/pegasus-5.1.0panorama/bin/pegasus-transfer,pegasus-kickstart  -n pegasus::dirmanager -N null -i - -R local  -L casa-nowcast-full -T 2023-12-19T22:54:40+00:00 pegasus-transfer,0.2,0,0,,,,,,,,,
NowcastToWDSS2_ID0001261,None,compute,0,1705383931.0,,,1705383936.0,1705383956.0,1705383973.0,15448620.4,1705383955.0,1705383991.0,1705383978.0,1705383982.0,1289196.0,1705383991.0,1705383997.0,5.0,,19.0,36.0,6.0,17.0,170460244.0,4.0,5023736.0,poseidon,condorpool,poseidon-worker-1-container-4-7,NowcastToWDSS2,/opt/NowcastToWDSS2/NowcastToWDSS2,,0.1,0,0,,,,,,,,,
NowcastToWDSS2_ID0000190,None,compute,0,1705383931.0,,,1705383936.0,1705383957.0,1705383974.0,15031807.4,1705383955.0,1705383991.0,1705383979.0,1705383983.0,1280636.0,1705383991.0,1705383997.0,5.0,,19.0,36.0,6.0,17.0,170460244.0,4.0,5023736.0,poseidon,condorpool,poseidon-worker-1-container-20-23,NowcastToWDSS2,/opt/NowcastToWDSS2/NowcastToWDSS2,,0.1,0,0,,,,,,,,,
NowcastToWDSS2_ID0001387,None,compute,0,1705383931.0,,,1705383936.0,1705383956.0,1705383968.0,28057387.0,1705383955.0,1705383986.0,1705383973.0,1705383978.0,1171965.0,1705383986.0,1705383991.0,5.0,,19.0,31.0,5.0,12.0,170460244.0,5.0,5023736.0,poseidon,condorpool,poseidon-worker-2-container-0-3,NowcastToWDSS2,/opt/NowcastToWDSS2/NowcastToWDSS2,,0.1,0,0,,,,,,,,,
NowcastToWDSS2_ID0000631,None,compute,0,1705383931.0,,,1705383936.0,1705383962.0,1705383973.0,30200062.8,1705383960.0,1705383991.0,1705383979.0,1705383983.0,1260053.0,1705383991.0,1705383997.0,5.0,,24.0,31.0,6.0,11.0,170460244.0,4.0,5023736.0,poseidon,condorpool,poseidon-worker-2-container-28-31,NowcastToWDSS2,/opt/NowcastToWDSS2/NowcastToWDSS2,,0.1,0,0,,,,,,,,,
NowcastToWDSS2_ID0001324,None,compute,0,1705383931.0,,,1705383936.0,1705383957.0,1705383969.0,28182114.0,1705383955.0,1705383986.0,1705383974.0,1705383978.0,1253295.0,1705383987.0,1705383991.0,5.0,,19.0,31.0,4.0,12.0,170460244.0,4.0,5023736.0,poseidon,condorpool,poseidon-worker-1-container-44-47,NowcastToWDSS2,/opt/NowcastToWDSS2/NowcastToWDSS2,,0.1,0,0,,,,,,,,,
NowcastToWDSS2_ID0000253,None,compute,0,1705383931.0,,,1705383936.0,1705383956.0,1705383969.0,23964442.7,1705383954.0,1705383986.0,1705383974.0,1705383978.0,1190394.0,1705383987.0,1705383991.0,5.0,,18.0,32.0,4.0,13.0,170460244.0,4.0,5023736.0,poseidon,condorpool,poseidon-worker-2-container-8-11,NowcastToWDSS2,/opt/NowcastToWDSS2/NowcastToWDSS2,,0.1,0,0,,,,,,,,,
NowcastToWDSS2_ID0000757,None,compute,0,1705383931.0,,,1705383936.0,1705383956.0,1705383967.0,29127523.5,1705383954.0,1705383986.0,1705383972.0,1705383977.0,1166251.0,1705383986.0,1705383991.0,5.0,,18.0,32.0,5.0,11.0,170460244.0,5.0,5023736.0,poseidon,condorpool,poseidon-worker-2-container-12-15,NowcastToWDSS2,/opt/NowcastToWDSS2/NowcastToWDSS2,,0.1,0,0,,,,,,,,,
NowcastToWDSS2_ID0001765,None,compute,0,1705383931.0,,,1705383936.0,1705383956.0,1705383967.0,28989460.0,1705383954.0,1705383986.0,1705383973.0,1705383977.0,1220999.0,1705383986.0,1705383991.0,5.0,,18.0,32.0,5.0,11.0,170460244.0,4.0,5023736.0,poseidon,condorpool,poseidon-worker-1-container-12-15,NowcastToWDSS2,/opt/NowcastToWDSS2/NowcastToWDSS2,,0.1,0,0,,,,,,,,,
NowcastToWDSS2_ID0000379,None,compute,0,1705383931.0,,,1705383936.0,1705383956.0,1705383968.0,28981516.4,1705383954.0,1705383986.0,1705383973.0,1705383977.0,1219116.0,1705383986.0,1705383991.0,5.0,,18.0,32.0,5.0,12.0,170460244.0,4.0,5023736.0,poseidon,condorpool,poseidon-worker-1-container-28-31,NowcastToWDSS2,/opt/NowcastToWDSS2/NowcastToWDSS2,,0.1,0,0,,,,,,,,,
