,anomaly_type,type,is_clustered,ready,pre_script_start,pre_script_end,submit,stage_in_start,stage_in_end,execute_start,execute_end,stage_out_start,stage_out_end,post_script_start,post_script_end,wms_delay,pre_script_delay,queue_delay,runtime,post_script_delay,stage_in_delay,stage_in_bytes,stage_out_delay,stage_out_bytes,kickstart_user,kickstart_site,kickstart_hostname,kickstart_transformations,kickstart_executables,kickstart_executables_argv,kickstart_executables_cpu_time,kickstart_status,kickstart_executables_exitcode
create_dir_predict-future-sales_0_local,None,auxiliary,0,1676913382.0,,,1676913383.0,,,1676913388.0,1676913398.0,,,1676913398.0,1676913403.0,1.0,,5.0,10.0,5.0,,,,,poseidon,local,host-10-100-100-12.openstacklocal,pegasus::dirmanager,/home/poseidon/pegasus-5.1.0panorama/bin/pegasus-transfer,pegasus-kickstart  -n pegasus::dirmanager -N null -i - -R local  -L predict-future-sales -T 2023-02-17T19:59:06+00:00 pegasus-transfer,0.3,0,0
create_dir_predict-future-sales_0_condorpool,None,auxiliary,0,1676913382.0,,,1676913383.0,,,1676913388.0,1676913398.0,,,1676913398.0,1676913403.0,1.0,,5.0,10.0,5.0,,,,,poseidon,local,host-10-100-100-12.openstacklocal,pegasus::dirmanager,/home/poseidon/pegasus-5.1.0panorama/bin/pegasus-transfer,pegasus-kickstart  -n pegasus::dirmanager -N null -i - -R local  -L predict-future-sales -T 2023-02-17T19:59:06+00:00 pegasus-transfer,0.3,0,0
stage_in_local_local_4_0,None,transfer,0,1676913403.0,,,1676913408.0,1676913409.0,1676913411.0,1676913409.0,1676913418.0,,,1676913418.0,1676913423.0,5.0,,1.0,9.0,5.0,2.0,12577.0,,,poseidon,local,host-10-100-100-12.openstacklocal,pegasus::transfer,/home/poseidon/pegasus-5.1.0panorama/bin/pegasus-transfer,pegasus-kickstart  -n pegasus::transfer -N null -i - -R local  -L predict-future-sales -T 2023-02-17T19:59:06+00:00 pegasus-transfer  --threads 2,0.4,0,0
stage_in_local_condorpool_8_0,None,transfer,0,1676913403.0,,,1676913408.0,1676913409.0,1676913412.0,1676913409.0,1676913418.0,,,1676913418.0,1676913423.0,5.0,,1.0,9.0,5.0,3.0,2368.0,,,poseidon,local,host-10-100-100-12.openstacklocal,pegasus::transfer,/home/poseidon/pegasus-5.1.0panorama/bin/pegasus-transfer,pegasus-kickstart  -n pegasus::transfer -N null -i - -R local  -L predict-future-sales -T 2023-02-17T19:59:06+00:00 pegasus-transfer  --threads 2,0.4,0,0
stage_in_local_condorpool_3_0,None,transfer,0,1676913403.0,,,1676913408.0,1676913409.0,1676913413.0,1676913409.0,1676913418.0,,,1676913418.0,1676913423.0,5.0,,1.0,9.0,5.0,4.0,12704.0,,,poseidon,local,host-10-100-100-12.openstacklocal,pegasus::transfer,/home/poseidon/pegasus-5.1.0panorama/bin/pegasus-transfer,pegasus-kickstart  -n pegasus::transfer -N null -i - -R local  -L predict-future-sales -T 2023-02-17T19:59:06+00:00 pegasus-transfer  --threads 2,0.6,0,0
stage_in_local_condorpool_2_0,None,transfer,0,1676913403.0,,,1676913408.0,1676913409.0,1676913415.0,1676913409.0,1676913423.0,,,1676913423.0,1676913428.0,5.0,,1.0,14.0,5.0,6.0,55480.0,,,poseidon,local,host-10-100-100-12.openstacklocal,pegasus::transfer,/home/poseidon/pegasus-5.1.0panorama/bin/pegasus-transfer,pegasus-kickstart  -n pegasus::transfer -N null -i - -R local  -L predict-future-sales -T 2023-02-17T19:59:06+00:00 pegasus-transfer  --threads 2,1.0,0,0
stage_in_local_condorpool_1_0,None,transfer,0,1676913403.0,,,1676913408.0,1676913409.0,1676913413.0,1676913409.0,1676913418.0,,,1676913418.0,1676913423.0,5.0,,1.0,9.0,5.0,4.0,15640.0,,,poseidon,local,host-10-100-100-12.openstacklocal,pegasus::transfer,/home/poseidon/pegasus-5.1.0panorama/bin/pegasus-transfer,pegasus-kickstart  -n pegasus::transfer -N null -i - -R local  -L predict-future-sales -T 2023-02-17T19:59:06+00:00 pegasus-transfer  --threads 2,0.6,0,0
stage_in_local_condorpool_0_0,None,transfer,0,1676913403.0,,,1676913408.0,1676913409.0,1676913419.0,1676913409.0,1676913428.0,,,1676913428.0,1676913433.0,5.0,,1.0,19.0,5.0,10.0,936801734.0,,,poseidon,local,host-10-100-100-12.openstacklocal,pegasus::transfer,/home/poseidon/pegasus-5.1.0panorama/bin/pegasus-transfer,pegasus-kickstart  -n pegasus::transfer -N null -i - -R local  -L predict-future-sales -T 2023-02-17T19:59:06+00:00 pegasus-transfer  --threads 2,5.6,0,0
stage_in_local_condorpool_7_0,None,transfer,0,1676913403.0,,,1676913408.0,1676913409.0,1676913412.0,1676913409.0,1676913418.0,,,1676913418.0,1676913423.0,5.0,,1.0,9.0,5.0,3.0,3488.0,,,poseidon,local,host-10-100-100-12.openstacklocal,pegasus::transfer,/home/poseidon/pegasus-5.1.0panorama/bin/pegasus-transfer,pegasus-kickstart  -n pegasus::transfer -N null -i - -R local  -L predict-future-sales -T 2023-02-17T19:59:06+00:00 pegasus-transfer  --threads 2,0.4,0,0
stage_in_local_condorpool_6_0,None,transfer,0,1676913403.0,,,1676913408.0,1676913409.0,1676913412.0,1676913409.0,1676913418.0,,,1676913418.0,1676913423.0,5.0,,1.0,9.0,5.0,3.0,7870.0,,,poseidon,local,host-10-100-100-12.openstacklocal,pegasus::transfer,/home/poseidon/pegasus-5.1.0panorama/bin/pegasus-transfer,pegasus-kickstart  -n pegasus::transfer -N null -i - -R local  -L predict-future-sales -T 2023-02-17T19:59:06+00:00 pegasus-transfer  --threads 2,0.4,0,0
preprocess_ID0000003,None,compute,0,1676913433.0,,,1676913438.0,1676913406.0,1676913424.0,1676913444.0,1676913493.0,1676913436.0,1676913443.0,1676913493.0,1676913498.0,5.0,,6.0,49.0,5.0,18.0,467356066.0,7.0,160257914.0,poseidon,condorpool,poseidon-worker-3-container-16-23,preprocess,/srv/preprocess,,4.3,0,0
nlp_ID0000002,None,compute,0,1676913433.0,,,1676913438.0,1676913406.0,1676913423.0,1676913444.0,1676913848.0,1676913794.0,1676913799.0,1676913848.0,1676913853.0,5.0,,6.0,404.0,5.0,17.0,369033604.0,5.0,2755872.0,poseidon,condorpool,poseidon-worker-3-container-24-31,nlp,/srv/nlp,,2277.6,0,0
eda_ID0000001,None,compute,0,1676913433.0,,,1676913438.0,1676913406.0,1676913424.0,1676913444.0,1676913518.0,1676913464.0,1676913468.0,1676913518.0,1676913523.0,5.0,,6.0,74.0,5.0,18.0,464177772.0,4.0,1195946.0,poseidon,condorpool,poseidon-worker-2-container-40-47,eda,/srv/eda,,33.2,0,0
feature_eng_1_ID0000005,None,compute,0,1676913498.0,,,1676913503.0,1676913477.0,1676913497.0,1676913515.0,1676913578.0,1676913521.0,1676913531.0,1676913578.0,1676913583.0,5.0,,12.0,63.0,5.0,20.0,528250191.0,10.0,393324463.0,poseidon,condorpool,poseidon-worker-2-container-40-47,feature_eng_1,/srv/feature_eng_1,,15.6,0,0
feature_eng_0_ID0000004,None,compute,0,1676913498.0,,,1676913503.0,1676913467.0,1676913484.0,1676913505.0,1676913548.0,1676913495.0,1676913500.0,1676913548.0,1676913553.0,5.0,,2.0,43.0,5.0,17.0,369949088.0,5.0,893320.0,poseidon,condorpool,poseidon-worker-3-container-16-23,feature_eng_0,/srv/feature_eng_0,,5.4,0,0
feature_eng_5_ID0000009,None,compute,0,1676913583.0,,,1676913588.0,1676913552.0,1676913578.0,1676913590.0,1676913873.0,1676913808.0,1676913823.0,1676913873.0,1676913878.0,5.0,,2.0,283.0,5.0,26.0,856820455.0,15.0,655540227.0,poseidon,condorpool,poseidon-worker-2-container-40-47,feature_eng_5,/srv/feature_eng_5,,220.0,0,0
stage_out_local_condorpool_1_0,None,transfer,0,1676913583.0,,,1676913588.0,,,1676913588.0,1676913598.0,1676913589.0,1676913593.0,1676913598.0,1676913603.0,5.0,,0.0,10.0,5.0,,,4.0,394217783.0,poseidon,local,host-10-100-100-12.openstacklocal,pegasus::transfer,/home/poseidon/pegasus-5.1.0panorama/bin/pegasus-transfer,pegasus-kickstart  -n pegasus::transfer -N null -i - -R local  -L predict-future-sales -T 2023-02-17T19:59:06+00:00 pegasus-transfer  --threads 2,2.1,0,0
