3.170731707317073211e-01 3.170731707317073211e-01
3.170731707317073211e-01 3.170731707317073211e-01
3.170731707317073211e-01 3.170731707317073211e-01
3.170731707317073211e-01 3.170731707317073211e-01
3.170731707317073211e-01 3.170731707317073211e-01
3.170731707317073211e-01 3.170731707317073211e-01
3.170731707317073211e-01 3.170731707317073211e-01
3.170731707317073211e-01 3.170731707317073211e-01
3.170731707317073211e-01 3.170731707317073211e-01
3.211382113821138473e-01 3.211382113821138473e-01
3.211382113821138473e-01 3.211382113821138473e-01
3.170731707317073211e-01 3.170731707317073211e-01
4.796747967479674801e-01 4.796747967479674801e-01
4.918699186991870032e-01 4.918699186991870032e-01
4.390243902439024404e-01 4.390243902439024404e-01
4.878048780487804770e-01 4.878048780487804770e-01
4.878048780487804770e-01 4.878048780487804770e-01
5.081300813008130524e-01 5.081300813008130524e-01
5.203252032520325754e-01 5.203252032520325754e-01
5.365853658536585691e-01 5.365853658536585691e-01
5.284552845528455167e-01 5.284552845528455167e-01
5.325203252032519874e-01 5.325203252032519874e-01
5.203252032520325754e-01 5.203252032520325754e-01
5.325203252032519874e-01 5.325203252032519874e-01
5.406504065040650397e-01 5.406504065040650397e-01
5.325203252032519874e-01 5.325203252032519874e-01
4.796747967479674801e-01 4.796747967479674801e-01
5.325203252032519874e-01 5.325203252032519874e-01
5.325203252032519874e-01 5.325203252032519874e-01
5.569105691056910334e-01 5.569105691056910334e-01
5.203252032520325754e-01 5.203252032520325754e-01
5.406504065040650397e-01 5.406504065040650397e-01
5.487804878048780921e-01 5.487804878048780921e-01
5.365853658536585691e-01 5.365853658536585691e-01
5.406504065040650397e-01 5.406504065040650397e-01
5.691056910569105565e-01 5.691056910569105565e-01
5.528455284552845628e-01 5.528455284552845628e-01
5.650406504065040858e-01 5.650406504065040858e-01
5.731707317073170271e-01 5.731707317073170271e-01
5.650406504065040858e-01 5.650406504065040858e-01
5.365853658536585691e-01 5.365853658536585691e-01
5.691056910569105565e-01 5.691056910569105565e-01
5.569105691056910334e-01 5.569105691056910334e-01
5.528455284552845628e-01 5.528455284552845628e-01
5.691056910569105565e-01 5.691056910569105565e-01
5.731707317073170271e-01 5.731707317073170271e-01
5.569105691056910334e-01 5.569105691056910334e-01
5.691056910569105565e-01 5.691056910569105565e-01
5.772357723577236088e-01 5.772357723577236088e-01
5.772357723577236088e-01 5.772357723577236088e-01
5.731707317073170271e-01 5.731707317073170271e-01
5.609756097560976151e-01 5.609756097560976151e-01
5.406504065040650397e-01 5.406504065040650397e-01
5.894308943089431319e-01 5.894308943089431319e-01
5.853658536585365502e-01 5.853658536585365502e-01
5.284552845528455167e-01 5.284552845528455167e-01
5.894308943089431319e-01 5.894308943089431319e-01
5.650406504065040858e-01 5.650406504065040858e-01
5.894308943089431319e-01 5.894308943089431319e-01
5.203252032520325754e-01 5.203252032520325754e-01
5.487804878048780921e-01 5.487804878048780921e-01
5.934959349593496025e-01 5.934959349593496025e-01
5.325203252032519874e-01 5.325203252032519874e-01
5.203252032520325754e-01 5.203252032520325754e-01
5.609756097560976151e-01 5.609756097560976151e-01
5.528455284552845628e-01 5.528455284552845628e-01
5.894308943089431319e-01 5.894308943089431319e-01
5.406504065040650397e-01 5.406504065040650397e-01
5.894308943089431319e-01 5.894308943089431319e-01
5.894308943089431319e-01 5.894308943089431319e-01
5.813008130081300795e-01 5.813008130081300795e-01
5.772357723577236088e-01 5.772357723577236088e-01
5.894308943089431319e-01 5.894308943089431319e-01
5.853658536585365502e-01 5.853658536585365502e-01
5.975609756097560732e-01 5.975609756097560732e-01
5.975609756097560732e-01 5.975609756097560732e-01
5.894308943089431319e-01 5.894308943089431319e-01
6.260162601626015899e-01 6.260162601626015899e-01
5.934959349593496025e-01 5.934959349593496025e-01
5.934959349593496025e-01 5.934959349593496025e-01
6.016260162601626549e-01 6.016260162601626549e-01
6.097560975609755962e-01 6.097560975609755962e-01
6.178861788617886486e-01 6.178861788617886486e-01
