,anomaly_type,type,is_clustered,ready,pre_script_start,pre_script_end,submit,execute_start,execute_end,post_script_start,post_script_end,wms_delay,pre_script_delay,queue_delay,runtime,post_script_delay,stage_in_delay,stage_in_bytes,stage_out_delay,stage_out_bytes,kickstart_user,kickstart_site,kickstart_hostname,kickstart_transformations,kickstart_executables,kickstart_executables_argv,kickstart_executables_cpu_time,kickstart_status,kickstart_executables_exitcode
create_dir_1000-genome_0_condorpool,normal,auxiliary,0,1662929204.0,,,1662929205.0,1662929209.0,1662929215.0,1662929215.0,1662929220.0,1.0,,4.0,6.0,5.0,,,,,poseidon,local,host-10-100-100-233.openstacklocal,pegasus::dirmanager,/home/poseidon/pegasus-5.1.0panorama/bin/pegasus-transfer,-n pegasus::dirmanager -N null -i - -R local  -L 1000-genome -T 2022-08-03T06:30:23+00:00 /home/poseidon/pegasus-5.1.0panorama/bin/../bin/pegasus-transfer,0.2,0,0
individuals_ID0000047,normal,compute,0,1662929220.0,,,1662929225.0,1662929245.0,1662930326.0,1662930326.0,1662930331.0,5.0,,20.0,1081.0,5.0,71.0,1014283276.0,4.0,387900.0,poseidon,condorpool,worker1-container-36-39,individuals,/var/lib/condor/execute/dir_29480/pegasus.o6l2xfTvp/individuals,,828.8,0,0
individuals_ID0000046,cpu_2,compute,0,1662929220.0,,,1662929225.0,1662929247.0,1662931363.0,1662931363.0,1662931368.0,5.0,,22.0,2116.0,5.0,41.0,1014283276.0,5.0,357489.0,poseidon,condorpool,worker2-container-16-19,individuals,/var/lib/condor/execute/dir_36289/pegasus.T1LHTUm4I/individuals,,781.5,0,0
individuals_ID0000045,normal,compute,0,1662929220.0,,,1662929225.0,1662929245.0,1662930140.0,1662930140.0,1662930145.0,5.0,,20.0,895.0,5.0,37.0,1014283276.0,4.0,337241.0,poseidon,condorpool,worker2-container-4-7,individuals,/var/lib/condor/execute/dir_42462/pegasus.PS2AbPJeY/individuals,,837.1,0,0
individuals_ID0000044,cpu_2,compute,0,1662929220.0,,,1662929225.0,1662929245.0,1662931233.0,1662931233.0,1662931238.0,5.0,,20.0,1988.0,5.0,66.0,1014283276.0,5.0,466000.0,poseidon,condorpool,worker1-container-32-35,individuals,/var/lib/condor/execute/dir_30556/pegasus.kGyu18sj5/individuals,,831.1,0,0
individuals_ID0000049,normal,compute,0,1662929220.0,,,1662929225.0,1662929245.0,1662930190.0,1662930190.0,1662930195.0,5.0,,20.0,945.0,5.0,69.0,1014283276.0,4.0,409123.0,poseidon,condorpool,worker1-container-16-19,individuals,/var/lib/condor/execute/dir_35591/pegasus.09sCMASnp/individuals,,854.6,0,0
individuals_ID0000048,normal,compute,0,1662929220.0,,,1662929225.0,1662929247.0,1662930185.0,1662930185.0,1662930190.0,5.0,,22.0,938.0,5.0,77.0,1014283276.0,4.0,488709.0,poseidon,condorpool,worker1-container-20-23,individuals,/var/lib/condor/execute/dir_24846/pegasus.HHA0jrppe/individuals,,842.3,0,0
individuals_ID0000032,cpu_2,compute,0,1662929220.0,,,1662929225.0,1662929245.0,1662931128.0,1662931128.0,1662931133.0,5.0,,20.0,1883.0,5.0,69.0,1014283276.0,5.0,325960.0,poseidon,condorpool,worker1-container-8-11,individuals,/var/lib/condor/execute/dir_37921/pegasus.7iQfDdSrG/individuals,,804.4,0,0
individuals_ID0000031,normal,compute,0,1662929220.0,,,1662929225.0,1662929245.0,1662930451.0,1662930451.0,1662930456.0,5.0,,20.0,1206.0,5.0,53.0,1014283276.0,4.0,260075.0,poseidon,condorpool,worker2-container-20-23,individuals,/var/lib/condor/execute/dir_44559/pegasus.iZkJBIYd1/individuals,,840.0,0,0
individuals_ID0000030,cpu_2,compute,0,1662929220.0,,,1662929225.0,1662929245.0,1662930806.0,1662930806.0,1662930811.0,5.0,,20.0,1561.0,5.0,57.0,1014283276.0,5.0,221792.0,poseidon,condorpool,worker2-container-28-31,individuals,/var/lib/condor/execute/dir_39584/pegasus.DZ8qU20Tt/individuals,,823.7,0,0
individuals_ID0000036,cpu_2,compute,0,1662929220.0,,,1662929225.0,1662929245.0,1662931198.0,1662931198.0,1662931203.0,5.0,,20.0,1953.0,5.0,64.0,1014283276.0,5.0,216427.0,poseidon,condorpool,worker1-container-12-15,individuals,/var/lib/condor/execute/dir_39528/pegasus.99eAcSPae/individuals,,821.2,0,0
sifting_ID0000104,cpu_2,compute,0,1662929220.0,,,1662929225.0,1662929245.0,1662929350.0,1662929350.0,1662929355.0,5.0,,20.0,105.0,5.0,74.0,1708159164.0,5.0,1055195.0,poseidon,condorpool,worker1-container-28-31,sifting,/var/lib/condor/execute/dir_38230/pegasus.a6LkYCXNZ/sifting,,4.4,0,0
individuals_ID0000035,normal,compute,0,1662929220.0,,,1662929225.0,1662929245.0,1662930175.0,1662930175.0,1662930180.0,5.0,,20.0,930.0,5.0,56.0,1014283276.0,5.0,409659.0,poseidon,condorpool,worker2-container-24-27,individuals,/var/lib/condor/execute/dir_37904/pegasus.QSGTolMi5/individuals,,852.8,0,0
individuals_ID0000033,normal,compute,0,1662929220.0,,,1662929225.0,1662929245.0,1662930185.0,1662930185.0,1662930190.0,5.0,,20.0,940.0,5.0,55.0,1014283276.0,5.0,416297.0,poseidon,condorpool,worker1-container-4-7,individuals,/var/lib/condor/execute/dir_45273/pegasus.O2hox6HGQ/individuals,,860.7,0,0
individuals_ID0000039,cpu_2,compute,0,1662929220.0,,,1662929225.0,1662929245.0,1662930406.0,1662930406.0,1662930411.0,5.0,,20.0,1161.0,5.0,49.0,1014283276.0,5.0,278814.0,poseidon,condorpool,worker2-container-12-15,individuals,/var/lib/condor/execute/dir_34049/pegasus.n5b96EEmU/individuals,,846.8,0,0
individuals_ID0000038,normal,compute,0,1662929220.0,,,1662929225.0,1662929245.0,1662930180.0,1662930180.0,1662930185.0,5.0,,20.0,935.0,5.0,66.0,1014283276.0,5.0,302925.0,poseidon,condorpool,worker2-container-36-39,individuals,/var/lib/condor/execute/dir_42232/pegasus.h6j1BQgFJ/individuals,,846.9,0,0
individuals_ID0000037,cpu_2,compute,0,1662929220.0,,,1662929225.0,1662929245.0,1662931433.0,1662931433.0,1662931438.0,5.0,,20.0,2188.0,5.0,69.0,1014283276.0,4.0,276593.0,poseidon,condorpool,worker1-container-0-3,individuals,/var/lib/condor/execute/dir_42034/pegasus.9XmA3oyny/individuals,,781.8,0,0
