,anomaly_type,type,is_clustered,ready,pre_script_start,pre_script_end,submit,execute_start,execute_end,post_script_start,post_script_end,wms_delay,pre_script_delay,queue_delay,runtime,post_script_delay,stage_in_delay,stage_in_bytes,stage_out_delay,stage_out_bytes,kickstart_user,kickstart_site,kickstart_hostname,kickstart_transformations,kickstart_executables,kickstart_executables_argv,kickstart_executables_cpu_time,kickstart_status,kickstart_executables_exitcode
create_dir_1000-genome_0_condorpool,normal,auxiliary,0,1663201100.0,,,1663201101.0,1663201107.0,1663201111.0,1663201111.0,1663201116.0,1.0,,6.0,4.0,5.0,,,,,poseidon,local,host-10-100-100-233.openstacklocal,pegasus::dirmanager,/home/poseidon/pegasus-5.1.0panorama/bin/pegasus-transfer,-n pegasus::dirmanager -N null -i - -R local  -L 1000-genome -T 2022-08-03T06:30:23+00:00 /home/poseidon/pegasus-5.1.0panorama/bin/../bin/pegasus-transfer,0.2,0,0
individuals_ID0000047,normal,compute,0,1663201116.0,,,1663201121.0,1663201143.0,1663202177.0,1663202177.0,1663202182.0,5.0,,22.0,1034.0,5.0,48.0,1014283276.0,4.0,387929.0,poseidon,condorpool,worker2-container-24-27,individuals,/var/lib/condor/execute/dir_44558/pegasus.xRLoAu0Gm/individuals,,929.4,0,0
individuals_ID0000046,normal,compute,0,1663201116.0,,,1663201121.0,1663201143.0,1663202147.0,1663202147.0,1663202152.0,5.0,,22.0,1004.0,5.0,64.0,1014283276.0,5.0,356949.0,poseidon,condorpool,worker1-container-0-3,individuals,/var/lib/condor/execute/dir_54135/pegasus.7YBOmt5Ey/individuals,,910.7,0,0
individuals_ID0000045,normal,compute,0,1663201116.0,,,1663201121.0,1663201143.0,1663202147.0,1663202147.0,1663202152.0,5.0,,22.0,1004.0,5.0,67.0,1014283276.0,4.0,337198.0,poseidon,condorpool,worker1-container-12-15,individuals,/var/lib/condor/execute/dir_44840/pegasus.mgB9AXBhy/individuals,,911.8,0,0
individuals_ID0000044,cpu_2,compute,0,1663201116.0,,,1663201121.0,1663201143.0,1663203459.0,1663203459.0,1663203464.0,5.0,,22.0,2316.0,5.0,55.0,1014283276.0,4.0,466287.0,poseidon,condorpool,worker1-container-8-11,individuals,/var/lib/condor/execute/dir_69346/pegasus.QjDrjftgo/individuals,,812.9,0,0
individuals_ID0000049,normal,compute,0,1663201116.0,,,1663201121.0,1663201143.0,1663202152.0,1663202152.0,1663202157.0,5.0,,22.0,1009.0,5.0,43.0,1014283276.0,5.0,409205.0,poseidon,condorpool,worker2-container-4-7,individuals,/var/lib/condor/execute/dir_44257/pegasus.YQ0L38x88/individuals,,941.6,0,0
individuals_ID0000048,normal,compute,0,1663201116.0,,,1663201121.0,1663201143.0,1663202152.0,1663202152.0,1663202157.0,5.0,,22.0,1009.0,5.0,49.0,1014283276.0,5.0,488849.0,poseidon,condorpool,worker2-container-16-19,individuals,/var/lib/condor/execute/dir_34289/pegasus.PVkHt9em4/individuals,,939.3,0,0
individuals_ID0000032,normal,compute,0,1663201116.0,,,1663201121.0,1663201143.0,1663202167.0,1663202167.0,1663202172.0,5.0,,22.0,1024.0,5.0,37.0,1014283276.0,4.0,325760.0,poseidon,condorpool,worker2-container-8-11,individuals,/var/lib/condor/execute/dir_46627/pegasus.qPDTcbbrE/individuals,,963.8,0,0
individuals_ID0000031,normal,compute,0,1663201116.0,,,1663201121.0,1663201143.0,1663202157.0,1663202157.0,1663202162.0,5.0,,22.0,1014.0,5.0,39.0,1014283276.0,5.0,259899.0,poseidon,condorpool,worker2-container-0-3,individuals,/var/lib/condor/execute/dir_51505/pegasus.tF8tkWphv/individuals,,952.0,0,0
individuals_ID0000030,normal,compute,0,1663201116.0,,,1663201121.0,1663201143.0,1663202177.0,1663202177.0,1663202182.0,5.0,,22.0,1034.0,5.0,42.0,1014283276.0,4.0,221539.0,poseidon,condorpool,worker2-container-20-23,individuals,/var/lib/condor/execute/dir_51137/pegasus.CO7IbatIn/individuals,,969.2,0,0
individuals_ID0000036,normal,compute,0,1663201116.0,,,1663201121.0,1663201143.0,1663202208.0,1663202208.0,1663202213.0,5.0,,22.0,1065.0,5.0,72.0,1014283276.0,4.0,216013.0,poseidon,condorpool,worker1-container-16-19,individuals,/var/lib/condor/execute/dir_56846/pegasus.C2JwBmvid/individuals,,961.0,0,0
sifting_ID0000104,normal,compute,0,1663201116.0,,,1663201121.0,1663201143.0,1663201256.0,1663201256.0,1663201261.0,5.0,,22.0,113.0,5.0,81.0,1708159164.0,5.0,1055195.0,poseidon,condorpool,worker1-container-32-35,sifting,/var/lib/condor/execute/dir_55368/pegasus.cvZ6EdN7H/sifting,,4.6,0,0
individuals_ID0000035,normal,compute,0,1663201116.0,,,1663201121.0,1663201143.0,1663202162.0,1663202162.0,1663202167.0,5.0,,22.0,1019.0,5.0,68.0,1014283276.0,4.0,409597.0,poseidon,condorpool,worker2-container-36-39,individuals,/var/lib/condor/execute/dir_47204/pegasus.VDOYoS7vV/individuals,,928.0,0,0
individuals_ID0000033,normal,compute,0,1663201116.0,,,1663201121.0,1663201143.0,1663202162.0,1663202162.0,1663202167.0,5.0,,22.0,1019.0,5.0,47.0,1014283276.0,5.0,416376.0,poseidon,condorpool,worker2-container-12-15,individuals,/var/lib/condor/execute/dir_37083/pegasus.A3gBCbI5d/individuals,,946.3,0,0
individuals_ID0000039,normal,compute,0,1663201116.0,,,1663201121.0,1663201143.0,1663202243.0,1663202243.0,1663202248.0,5.0,,22.0,1100.0,5.0,67.0,1014283276.0,4.0,278666.0,poseidon,condorpool,worker1-container-24-27,individuals,/var/lib/condor/execute/dir_39792/pegasus.JVk3cEQ1W/individuals,,922.2,0,0
individuals_ID0000038,cpu_2,compute,0,1663201116.0,,,1663201121.0,1663201143.0,1663203544.0,1663203544.0,1663203549.0,5.0,,22.0,2401.0,5.0,69.0,1014283276.0,4.0,303669.0,poseidon,condorpool,worker1-container-36-39,individuals,/var/lib/condor/execute/dir_66320/pegasus.Zd8xtwmE2/individuals,,803.5,0,0
individuals_ID0000037,normal,compute,0,1663201116.0,,,1663201121.0,1663201143.0,1663202142.0,1663202142.0,1663202147.0,5.0,,22.0,999.0,5.0,72.0,1014283276.0,5.0,275872.0,poseidon,condorpool,worker1-container-32-35,individuals,/var/lib/condor/execute/dir_55365/pegasus.Zh6JKAg2J/individuals,,905.3,0,0
