,anomaly_type,type,is_clustered,ready,pre_script_start,pre_script_end,submit,execute_start,execute_end,post_script_start,post_script_end,wms_delay,pre_script_delay,queue_delay,runtime,post_script_delay,stage_in_delay,stage_in_bytes,stage_out_delay,stage_out_bytes,kickstart_user,kickstart_site,kickstart_hostname,kickstart_transformations,kickstart_executables,kickstart_executables_argv,kickstart_executables_cpu_time,kickstart_status,kickstart_executables_exitcode
create_dir_1000-genome_0_condorpool,normal,auxiliary,0,1660062389.0,,,1660062390.0,1660062396.0,1660062400.0,1660062400.0,1660062405.0,1.0,,6.0,4.0,5.0,,,,,poseidon,local,host-10-100-100-233.openstacklocal,pegasus::dirmanager,/home/poseidon/pegasus-5.1.0panorama/bin/pegasus-transfer,-n pegasus::dirmanager -N null -i - -R local  -L 1000-genome -T 2022-08-03T06:30:23+00:00 /home/poseidon/pegasus-5.1.0panorama/bin/../bin/pegasus-transfer,0.2,0,0
individuals_ID0000047,normal,compute,0,1660062405.0,,,1660062410.0,1660062434.0,1660063448.0,1660063448.0,1660063453.0,5.0,,24.0,1014.0,5.0,63.0,1014283276.0,5.0,387847.0,poseidon,condorpool,worker2-container-24-27,individuals,/var/lib/condor/execute/dir_2826/pegasus.MPt1qdA8k/individuals,,931.0,0,0
individuals_ID0000046,hdd_10,compute,0,1660062405.0,,,1660062410.0,1660062431.0,1660063818.0,1660063818.0,1660063823.0,5.0,,21.0,1387.0,5.0,37.0,1014283276.0,5.0,357475.0,poseidon,condorpool,worker2-container-0-3,individuals,/var/lib/condor/execute/dir_4023/pegasus.SUzjamjJg/individuals,,822.6,0,0
individuals_ID0000045,normal,compute,0,1660062405.0,,,1660062410.0,1660062431.0,1660063448.0,1660063448.0,1660063453.0,5.0,,21.0,1017.0,5.0,57.0,1014283276.0,4.0,337398.0,poseidon,condorpool,worker2-container-28-31,individuals,/var/lib/condor/execute/dir_3407/pegasus.8wpLnkBdD/individuals,,932.0,0,0
individuals_ID0000044,normal,compute,0,1660062405.0,,,1660062410.0,1660062433.0,1660063443.0,1660063443.0,1660063448.0,5.0,,23.0,1010.0,5.0,42.0,1014283276.0,5.0,465487.0,poseidon,condorpool,worker2-container-8-11,individuals,/var/lib/condor/execute/dir_3214/pegasus.IckFZprVv/individuals,,942.6,0,0
individuals_ID0000049,normal,compute,0,1660062405.0,,,1660062410.0,1660062431.0,1660063428.0,1660063428.0,1660063433.0,5.0,,21.0,997.0,5.0,49.0,1014283276.0,4.0,409258.0,poseidon,condorpool,worker2-container-12-15,individuals,/var/lib/condor/execute/dir_3470/pegasus.cOV6iCCFr/individuals,,922.5,0,0
individuals_ID0000048,normal,compute,0,1660062405.0,,,1660062410.0,1660062431.0,1660063366.0,1660063366.0,1660063371.0,5.0,,21.0,935.0,5.0,54.0,1014283276.0,5.0,488696.0,poseidon,condorpool,worker1-container-4-7,individuals,/var/lib/condor/execute/dir_6418/pegasus.EgZen3vW6/individuals,,861.1,0,0
individuals_ID0000032,normal,compute,0,1660062405.0,,,1660062410.0,1660062434.0,1660063463.0,1660063463.0,1660063468.0,5.0,,24.0,1029.0,5.0,67.0,1014283276.0,5.0,325494.0,poseidon,condorpool,worker2-container-32-35,individuals,/var/lib/condor/execute/dir_4465/pegasus.r0E3b3ROC/individuals,,938.6,0,0
individuals_ID0000031,hdd_10,compute,0,1660062405.0,,,1660062410.0,1660062433.0,1660064923.0,1660064923.0,1660064928.0,5.0,,23.0,2490.0,5.0,71.0,1014283276.0,5.0,260586.0,poseidon,condorpool,worker1-container-12-15,individuals,/var/lib/condor/execute/dir_4212/pegasus.0eWp2UVCH/individuals,,814.7,0,0
individuals_ID0000030,normal,compute,0,1660062405.0,,,1660062410.0,1660062433.0,1660063402.0,1660063402.0,1660063407.0,5.0,,23.0,969.0,5.0,66.0,1014283276.0,4.0,221371.0,poseidon,condorpool,worker1-container-8-11,individuals,/var/lib/condor/execute/dir_4429/pegasus.3OVjohs3v/individuals,,881.9,0,0
individuals_ID0000036,hdd_10,compute,0,1660062405.0,,,1660062410.0,1660062431.0,1660064618.0,1660064618.0,1660064623.0,5.0,,21.0,2187.0,5.0,58.0,1014283276.0,5.0,216463.0,poseidon,condorpool,worker1-container-32-35,individuals,/var/lib/condor/execute/dir_6491/pegasus.KwdA0aDqv/individuals,,824.2,0,0
sifting_ID0000104,normal,compute,0,1660062405.0,,,1660062410.0,1660062431.0,1660062530.0,1660062530.0,1660062535.0,5.0,,21.0,99.0,5.0,64.0,1708159164.0,5.0,1055195.0,poseidon,condorpool,worker2-container-20-23,sifting,/var/lib/condor/execute/dir_3774/pegasus.l4uOv8mDR/sifting,,4.4,0,0
individuals_ID0000035,normal,compute,0,1660062405.0,,,1660062410.0,1660062431.0,1660063366.0,1660063366.0,1660063371.0,5.0,,21.0,935.0,5.0,52.0,1014283276.0,4.0,409669.0,poseidon,condorpool,worker1-container-36-39,individuals,/var/lib/condor/execute/dir_6372/pegasus.LhgtFn7Us/individuals,,860.9,0,0
individuals_ID0000033,normal,compute,0,1660062405.0,,,1660062410.0,1660062431.0,1660063407.0,1660063407.0,1660063412.0,5.0,,21.0,976.0,5.0,66.0,1014283276.0,5.0,416341.0,poseidon,condorpool,worker1-container-20-23,individuals,/var/lib/condor/execute/dir_5296/pegasus.04pg72KSC/individuals,,889.3,0,0
individuals_ID0000039,normal,compute,0,1660062405.0,,,1660062410.0,1660062433.0,1660063433.0,1660063433.0,1660063438.0,5.0,,23.0,1000.0,5.0,71.0,1014283276.0,4.0,278632.0,poseidon,condorpool,worker1-container-24-27,individuals,/var/lib/condor/execute/dir_6106/pegasus.B1o1JOace/individuals,,904.5,0,0
individuals_ID0000038,hdd_10,compute,0,1660062405.0,,,1660062410.0,1660062433.0,1660063412.0,1660063412.0,1660063417.0,5.0,,23.0,979.0,5.0,70.0,1014283276.0,4.0,303024.0,poseidon,condorpool,worker1-container-28-31,individuals,/var/lib/condor/execute/dir_6540/pegasus.hotbTWfA5/individuals,,876.3,0,0
individuals_ID0000037,normal,compute,0,1660062405.0,,,1660062410.0,1660062431.0,1660063427.0,1660063427.0,1660063433.0,5.0,,21.0,996.0,6.0,63.0,1014283276.0,5.0,275741.0,poseidon,condorpool,worker2-container-36-39,individuals,/var/lib/condor/execute/dir_3997/pegasus.Rq2cDoS6a/individuals,,909.9,0,0
individuals_ID0000021,normal,compute,0,1660062405.0,,,1660062410.0,1660062433.0,1660063412.0,1660063412.0,1660063417.0,5.0,,23.0,979.0,5.0,42.0,1014283276.0,5.0,608846.0,poseidon,condorpool,worker2-container-8-11,individuals,/var/lib/condor/execute/dir_3213/pegasus.J4bRfKZLt/individuals,,915.6,0,0
individuals_ID0000020,normal,compute,0,1660062405.0,,,1660062410.0,1660062431.0,1660063417.0,1660063417.0,1660063422.0,5.0,,21.0,986.0,5.0,42.0,1014283276.0,5.0,338059.0,poseidon,condorpool,worker2-container-4-7,individuals,/var/lib/condor/execute/dir_3639/pegasus.Wf0a9KlbD/individuals,,920.4,0,0
individuals_ID0000025,normal,compute,0,1660062405.0,,,1660062410.0,1660062431.0,1660063412.0,1660063412.0,1660063417.0,5.0,,21.0,981.0,5.0,40.0,1014283276.0,4.0,505398.0,poseidon,condorpool,worker2-container-12-15,individuals,/var/lib/condor/execute/dir_3468/pegasus.MSr6yKOoj/individuals,,919.9,0,0
individuals_ID0000024,normal,compute,0,1660062405.0,,,1660062410.0,1660062431.0,1660063427.0,1660063427.0,1660063433.0,5.0,,21.0,996.0,6.0,42.0,1014283276.0,5.0,340931.0,poseidon,condorpool,worker2-container-16-19,individuals,/var/lib/condor/execute/dir_3148/pegasus.noM37MlvU/individuals,,932.1,0,0
