3.939285881672062728e-01,0.000000000000000000e+00
4.620296287329480472e-02,1.000000000000000000e+00
2.797008052555777224e-01,0.000000000000000000e+00
3.261603085318436901e-01,0.000000000000000000e+00
4.482753420951546275e-01,0.000000000000000000e+00
6.839847818121466139e-01,0.000000000000000000e+00
8.391123172071178749e-01,1.000000000000000000e+00
8.262159567754402412e-01,0.000000000000000000e+00
4.067499710077613906e-01,0.000000000000000000e+00
8.577152755392124239e-02,1.000000000000000000e+00
3.545043076999297993e-01,0.000000000000000000e+00
5.307378336597476931e-01,0.000000000000000000e+00
3.291169705113121680e-01,0.000000000000000000e+00
5.424675717659663832e-01,0.000000000000000000e+00
4.565338029616753945e-01,0.000000000000000000e+00
9.776584823733452945e-02,0.000000000000000000e+00
3.040371139273198575e-01,1.000000000000000000e+00
2.727002928029511053e-01,0.000000000000000000e+00
4.611914334718645869e-01,0.000000000000000000e+00
3.075583225381198216e-01,0.000000000000000000e+00
9.693651769263457452e-02,2.000000000000000000e+00
6.189990486331513608e-01,0.000000000000000000e+00
1.800745793659974947e-01,1.000000000000000000e+00
1.917424535772135896e-01,0.000000000000000000e+00
2.164209397875324070e-01,0.000000000000000000e+00
5.150429004122681897e-01,1.000000000000000000e+00
1.000708521342745655e-01,0.000000000000000000e+00
3.789034332578971043e-01,0.000000000000000000e+00
2.089079999277649868e-01,0.000000000000000000e+00
4.170688257424683409e-01,2.000000000000000000e+00
3.485853731729496863e-01,1.000000000000000000e+00
1.783283370409951551e-01,0.000000000000000000e+00
3.133964541473486798e-01,0.000000000000000000e+00
3.045033279713680874e-01,2.000000000000000000e+00
4.256793027752587832e-01,0.000000000000000000e+00
3.942469946148631221e-01,1.000000000000000000e+00
2.272670671165949730e-01,2.000000000000000000e+00
4.312122892794783557e-01,1.000000000000000000e+00
3.937260976660111322e-01,2.000000000000000000e+00
4.229890756657839201e-01,0.000000000000000000e+00
1.514553670707402266e-01,0.000000000000000000e+00
1.066679808514896938e-01,0.000000000000000000e+00
5.854480664934605949e-01,0.000000000000000000e+00
1.940533499128401229e-01,2.000000000000000000e+00
3.199604160855333834e-01,2.000000000000000000e+00
1.393575595939944012e-01,0.000000000000000000e+00
3.300330769469193570e-01,0.000000000000000000e+00
3.432542597389922623e-01,1.000000000000000000e+00
2.219410407766288507e-01,1.000000000000000000e+00
2.294954021985524673e-01,2.000000000000000000e+00
1.627286089588993179e-01,1.000000000000000000e+00
7.102616952534011874e-02,0.000000000000000000e+00
7.141647983186624749e-02,0.000000000000000000e+00
2.943416623122821138e-02,0.000000000000000000e+00
2.744623162662199536e-03,1.000000000000000000e+00
1.971037808596524110e-01,0.000000000000000000e+00
1.361582204130406260e-01,2.000000000000000000e+00
4.207335736227751921e-01,0.000000000000000000e+00
3.426522914241573736e-01,0.000000000000000000e+00
5.717359992648433087e-01,0.000000000000000000e+00
3.295202334450193504e-01,2.000000000000000000e+00
5.789190833598705233e-01,0.000000000000000000e+00
4.403996347174367054e-01,0.000000000000000000e+00
2.465497036018742816e-01,0.000000000000000000e+00
1.875338564242417794e-01,0.000000000000000000e+00
3.779438113639262409e-01,0.000000000000000000e+00
2.278518547445990416e-01,1.000000000000000000e+00
2.592289699485507137e-01,0.000000000000000000e+00
3.482263505078319055e-01,0.000000000000000000e+00
3.772114972237046449e-02,2.000000000000000000e+00
3.352646229317275406e-01,2.000000000000000000e+00
1.144142223582492318e-01,0.000000000000000000e+00
2.179231626698907298e-01,0.000000000000000000e+00
1.911843228586204702e-01,0.000000000000000000e+00
1.156458896902568950e-01,0.000000000000000000e+00
2.183679545450467885e-01,0.000000000000000000e+00
5.379311187875807088e-01,0.000000000000000000e+00
3.517646055813468120e-01,0.000000000000000000e+00
2.279185641301843257e-01,0.000000000000000000e+00
2.031124442080887438e-01,0.000000000000000000e+00
2.078534815838770089e-01,0.000000000000000000e+00
1.353616137077887360e-01,0.000000000000000000e+00
2.688759256040567092e-01,0.000000000000000000e+00
3.978922263087230071e-01,0.000000000000000000e+00
6.242304603938436669e-01,0.000000000000000000e+00
3.566581483975817535e-01,0.000000000000000000e+00
2.958667040808070636e-01,0.000000000000000000e+00
1.212941856681458777e-02,0.000000000000000000e+00
2.222283340742279845e-01,2.000000000000000000e+00
1.015913496300080154e-01,0.000000000000000000e+00
3.275230054457595741e-01,0.000000000000000000e+00
2.522082433440747118e-01,2.000000000000000000e+00
2.678376483781884643e-01,0.000000000000000000e+00
3.493902883509736879e-01,0.000000000000000000e+00
3.401563134551635059e-01,0.000000000000000000e+00
5.269255466312812164e-01,0.000000000000000000e+00
1.344523795469138860e-01,0.000000000000000000e+00
