1.378859043121337891e+00 1.378859043121337891e+00 1.378859043121337891e+00
1.385638833045959473e+00 1.385638833045959473e+00 1.385638833045959473e+00
1.389421343803405762e+00 1.389421343803405762e+00 1.389421343803405762e+00
1.386799693107604980e+00 1.386799693107604980e+00 1.386799693107604980e+00
1.387739539146423340e+00 1.387739539146423340e+00 1.387739539146423340e+00
1.388204216957092285e+00 1.388204216957092285e+00 1.388204216957092285e+00
1.387900114059448242e+00 1.387900114059448242e+00 1.387900114059448242e+00
1.381444931030273438e+00 1.381444931030273438e+00 1.381444931030273438e+00
1.382211089134216309e+00 1.382211089134216309e+00 1.382211089134216309e+00
1.376268506050109863e+00 1.376268506050109863e+00 1.376268506050109863e+00
1.368285298347473145e+00 1.368285298347473145e+00 1.368285298347473145e+00
1.383465647697448730e+00 1.383465647697448730e+00 1.383465647697448730e+00
1.339181423187255859e+00 1.339181423187255859e+00 1.339181423187255859e+00
1.267867684364318848e+00 1.267867684364318848e+00 1.267867684364318848e+00
1.183597683906555176e+00 1.183597683906555176e+00 1.183597683906555176e+00
1.192222952842712402e+00 1.192222952842712402e+00 1.192222952842712402e+00
1.295976042747497559e+00 1.295976042747497559e+00 1.295976042747497559e+00
1.202297687530517578e+00 1.202297687530517578e+00 1.202297687530517578e+00
1.102788925170898438e+00 1.102788925170898438e+00 1.102788925170898438e+00
1.223219990730285645e+00 1.223219990730285645e+00 1.223219990730285645e+00
1.195379137992858887e+00 1.195379137992858887e+00 1.195379137992858887e+00
1.104190468788146973e+00 1.104190468788146973e+00 1.104190468788146973e+00
1.077878475189208984e+00 1.077878475189208984e+00 1.077878475189208984e+00
1.041677713394165039e+00 1.041677713394165039e+00 1.041677713394165039e+00
1.089923262596130371e+00 1.089923262596130371e+00 1.089923262596130371e+00
1.139719247817993164e+00 1.139719247817993164e+00 1.139719247817993164e+00
1.404360055923461914e+00 1.404360055923461914e+00 1.404360055923461914e+00
1.247749686241149902e+00 1.247749686241149902e+00 1.247749686241149902e+00
1.109551906585693359e+00 1.109551906585693359e+00 1.109551906585693359e+00
1.081294536590576172e+00 1.081294536590576172e+00 1.081294536590576172e+00
1.055748820304870605e+00 1.055748820304870605e+00 1.055748820304870605e+00
1.108907341957092285e+00 1.108907341957092285e+00 1.108907341957092285e+00
1.072584748268127441e+00 1.072584748268127441e+00 1.072584748268127441e+00
1.065740585327148438e+00 1.065740585327148438e+00 1.065740585327148438e+00
1.110588669776916504e+00 1.110588669776916504e+00 1.110588669776916504e+00
1.409156680107116699e+00 1.409156680107116699e+00 1.409156680107116699e+00
1.099148750305175781e+00 1.099148750305175781e+00 1.099148750305175781e+00
1.071241736412048340e+00 1.071241736412048340e+00 1.071241736412048340e+00
1.123523354530334473e+00 1.123523354530334473e+00 1.123523354530334473e+00
1.138856410980224609e+00 1.138856410980224609e+00 1.138856410980224609e+00
1.168904781341552734e+00 1.168904781341552734e+00 1.168904781341552734e+00
1.041934967041015625e+00 1.041934967041015625e+00 1.041934967041015625e+00
1.035111308097839355e+00 1.035111308097839355e+00 1.035111308097839355e+00
1.079172253608703613e+00 1.079172253608703613e+00 1.079172253608703613e+00
1.058877468109130859e+00 1.058877468109130859e+00 1.058877468109130859e+00
1.035244464874267578e+00 1.035244464874267578e+00 1.035244464874267578e+00
1.075820088386535645e+00 1.075820088386535645e+00 1.075820088386535645e+00
1.188781261444091797e+00 1.188781261444091797e+00 1.188781261444091797e+00
1.049309492111206055e+00 1.049309492111206055e+00 1.049309492111206055e+00
1.014006972312927246e+00 1.014006972312927246e+00 1.014006972312927246e+00
1.037665128707885742e+00 1.037665128707885742e+00 1.037665128707885742e+00
9.966711401939392090e-01 9.966711401939392090e-01 9.966711401939392090e-01
1.052720904350280762e+00 1.052720904350280762e+00 1.052720904350280762e+00
9.754664897918701172e-01 9.754664897918701172e-01 9.754664897918701172e-01
9.893686175346374512e-01 9.893686175346374512e-01 9.893686175346374512e-01
9.965711236000061035e-01 9.965711236000061035e-01 9.965711236000061035e-01
9.901381731033325195e-01 9.901381731033325195e-01 9.901381731033325195e-01
9.167124629020690918e-01 9.167124629020690918e-01 9.167124629020690918e-01
