1.379473686218261719e+00 1.379473686218261719e+00 1.379473686218261719e+00
1.151944279670715332e+00 1.151944279670715332e+00 1.151944279670715332e+00
1.167912244796752930e+00 1.167912244796752930e+00 1.167912244796752930e+00
1.054265141487121582e+00 1.054265141487121582e+00 1.054265141487121582e+00
1.018602013587951660e+00 1.018602013587951660e+00 1.018602013587951660e+00
1.018677592277526855e+00 1.018677592277526855e+00 1.018677592277526855e+00
1.043630361557006836e+00 1.043630361557006836e+00 1.043630361557006836e+00
1.025801062583923340e+00 1.025801062583923340e+00 1.025801062583923340e+00
1.039653182029724121e+00 1.039653182029724121e+00 1.039653182029724121e+00
1.100829362869262695e+00 1.100829362869262695e+00 1.100829362869262695e+00
1.045525908470153809e+00 1.045525908470153809e+00 1.045525908470153809e+00
1.232171297073364258e+00 1.232171297073364258e+00 1.232171297073364258e+00
9.697378277778625488e-01 9.697378277778625488e-01 9.697378277778625488e-01
9.950973391532897949e-01 9.950973391532897949e-01 9.950973391532897949e-01
1.074355125427246094e+00 1.074355125427246094e+00 1.074355125427246094e+00
9.920686483383178711e-01 9.920686483383178711e-01 9.920686483383178711e-01
1.075895071029663086e+00 1.075895071029663086e+00 1.075895071029663086e+00
9.618036746978759766e-01 9.618036746978759766e-01 9.618036746978759766e-01
1.032596230506896973e+00 1.032596230506896973e+00 1.032596230506896973e+00
8.736488223075866699e-01 8.736488223075866699e-01 8.736488223075866699e-01
9.278149604797363281e-01 9.278149604797363281e-01 9.278149604797363281e-01
9.808751940727233887e-01 9.808751940727233887e-01 9.808751940727233887e-01
1.001690506935119629e+00 1.001690506935119629e+00 1.001690506935119629e+00
8.972089886665344238e-01 8.972089886665344238e-01 8.972089886665344238e-01
1.152037501335144043e+00 1.152037501335144043e+00 1.152037501335144043e+00
9.158292412757873535e-01 9.158292412757873535e-01 9.158292412757873535e-01
9.670822620391845703e-01 9.670822620391845703e-01 9.670822620391845703e-01
9.559891223907470703e-01 9.559891223907470703e-01 9.559891223907470703e-01
9.964995980262756348e-01 9.964995980262756348e-01 9.964995980262756348e-01
1.029732823371887207e+00 1.029732823371887207e+00 1.029732823371887207e+00
9.156274795532226562e-01 9.156274795532226562e-01 9.156274795532226562e-01
9.745881557464599609e-01 9.745881557464599609e-01 9.745881557464599609e-01
8.191632628440856934e-01 8.191632628440856934e-01 8.191632628440856934e-01
9.435132741928100586e-01 9.435132741928100586e-01 9.435132741928100586e-01
9.172202944755554199e-01 9.172202944755554199e-01 9.172202944755554199e-01
9.523231983184814453e-01 9.523231983184814453e-01 9.523231983184814453e-01
8.789865374565124512e-01 8.789865374565124512e-01 8.789865374565124512e-01
8.232815265655517578e-01 8.232815265655517578e-01 8.232815265655517578e-01
8.606756925582885742e-01 8.606756925582885742e-01 8.606756925582885742e-01
9.744133949279785156e-01 9.744133949279785156e-01 9.744133949279785156e-01
8.762810230255126953e-01 8.762810230255126953e-01 8.762810230255126953e-01
9.413596987724304199e-01 9.413596987724304199e-01 9.413596987724304199e-01
8.570937514305114746e-01 8.570937514305114746e-01 8.570937514305114746e-01
1.111338853836059570e+00 1.111338853836059570e+00 1.111338853836059570e+00
8.086999654769897461e-01 8.086999654769897461e-01 8.086999654769897461e-01
7.929409146308898926e-01 7.929409146308898926e-01 7.929409146308898926e-01
8.441646099090576172e-01 8.441646099090576172e-01 8.441646099090576172e-01
8.540326356887817383e-01 8.540326356887817383e-01 8.540326356887817383e-01
8.351767063140869141e-01 8.351767063140869141e-01 8.351767063140869141e-01
7.991268634796142578e-01 7.991268634796142578e-01 7.991268634796142578e-01
8.725036978721618652e-01 8.725036978721618652e-01 8.725036978721618652e-01
8.050279617309570312e-01 8.050279617309570312e-01 8.050279617309570312e-01
7.979944348335266113e-01 7.979944348335266113e-01 7.979944348335266113e-01
7.937449812889099121e-01 7.937449812889099121e-01 7.937449812889099121e-01
7.518992424011230469e-01 7.518992424011230469e-01 7.518992424011230469e-01
8.599489331245422363e-01 8.599489331245422363e-01 8.599489331245422363e-01
7.848717570304870605e-01 7.848717570304870605e-01 7.848717570304870605e-01
7.055342197418212891e-01 7.055342197418212891e-01 7.055342197418212891e-01
8.320338726043701172e-01 8.320338726043701172e-01 8.320338726043701172e-01
7.294996380805969238e-01 7.294996380805969238e-01 7.294996380805969238e-01
7.963047623634338379e-01 7.963047623634338379e-01 7.963047623634338379e-01
6.603806614875793457e-01 6.603806614875793457e-01 6.603806614875793457e-01
7.040435075759887695e-01 7.040435075759887695e-01 7.040435075759887695e-01
9.026889801025390625e-01 9.026889801025390625e-01 9.026889801025390625e-01
7.694721221923828125e-01 7.694721221923828125e-01 7.694721221923828125e-01
7.340976595878601074e-01 7.340976595878601074e-01 7.340976595878601074e-01
7.094163298606872559e-01 7.094163298606872559e-01 7.094163298606872559e-01
6.053863763809204102e-01 6.053863763809204102e-01 6.053863763809204102e-01
7.978715896606445312e-01 7.978715896606445312e-01 7.978715896606445312e-01
9.321612119674682617e-01 9.321612119674682617e-01 9.321612119674682617e-01
7.024739980697631836e-01 7.024739980697631836e-01 7.024739980697631836e-01
6.695014238357543945e-01 6.695014238357543945e-01 6.695014238357543945e-01
7.219755649566650391e-01 7.219755649566650391e-01 7.219755649566650391e-01
8.475371599197387695e-01 8.475371599197387695e-01 8.475371599197387695e-01
6.665503978729248047e-01 6.665503978729248047e-01 6.665503978729248047e-01
6.548289656639099121e-01 6.548289656639099121e-01 6.548289656639099121e-01
6.500325202941894531e-01 6.500325202941894531e-01 6.500325202941894531e-01
7.132523059844970703e-01 7.132523059844970703e-01 7.132523059844970703e-01
6.283835172653198242e-01 6.283835172653198242e-01 6.283835172653198242e-01
7.212550640106201172e-01 7.212550640106201172e-01 7.212550640106201172e-01
8.217228651046752930e-01 8.217228651046752930e-01 8.217228651046752930e-01
7.614854574203491211e-01 7.614854574203491211e-01 7.614854574203491211e-01
6.015650033950805664e-01 6.015650033950805664e-01 6.015650033950805664e-01
6.540300846099853516e-01 6.540300846099853516e-01 6.540300846099853516e-01
6.724541187286376953e-01 6.724541187286376953e-01 6.724541187286376953e-01
6.490980982780456543e-01 6.490980982780456543e-01 6.490980982780456543e-01
7.056476473808288574e-01 7.056476473808288574e-01 7.056476473808288574e-01
5.844705700874328613e-01 5.844705700874328613e-01 5.844705700874328613e-01
5.526876449584960938e-01 5.526876449584960938e-01 5.526876449584960938e-01
5.814760923385620117e-01 5.814760923385620117e-01 5.814760923385620117e-01
5.703409910202026367e-01 5.703409910202026367e-01 5.703409910202026367e-01
6.321268081665039062e-01 6.321268081665039062e-01 6.321268081665039062e-01
5.810341238975524902e-01 5.810341238975524902e-01 5.810341238975524902e-01
5.459172725677490234e-01 5.459172725677490234e-01 5.459172725677490234e-01
5.131477117538452148e-01 5.131477117538452148e-01 5.131477117538452148e-01
5.948856472969055176e-01 5.948856472969055176e-01 5.948856472969055176e-01
5.208616852760314941e-01 5.208616852760314941e-01 5.208616852760314941e-01
6.657441854476928711e-01 6.657441854476928711e-01 6.657441854476928711e-01
4.287811517715454102e-01 4.287811517715454102e-01 4.287811517715454102e-01
6.733064651489257812e-01 6.733064651489257812e-01 6.733064651489257812e-01
7.394831776618957520e-01 7.394831776618957520e-01 7.394831776618957520e-01
5.991278290748596191e-01 5.991278290748596191e-01 5.991278290748596191e-01
5.830174684524536133e-01 5.830174684524536133e-01 5.830174684524536133e-01
5.824157595634460449e-01 5.824157595634460449e-01 5.824157595634460449e-01
5.435684919357299805e-01 5.435684919357299805e-01 5.435684919357299805e-01
4.636637866497039795e-01 4.636637866497039795e-01 4.636637866497039795e-01
7.435441017150878906e-01 7.435441017150878906e-01 7.435441017150878906e-01
6.331409811973571777e-01 6.331409811973571777e-01 6.331409811973571777e-01
5.370994210243225098e-01 5.370994210243225098e-01 5.370994210243225098e-01
6.937742233276367188e-01 6.937742233276367188e-01 6.937742233276367188e-01
5.039012432098388672e-01 5.039012432098388672e-01 5.039012432098388672e-01
4.782688021659851074e-01 4.782688021659851074e-01 4.782688021659851074e-01
8.385042548179626465e-01 8.385042548179626465e-01 8.385042548179626465e-01
4.836378395557403564e-01 4.836378395557403564e-01 4.836378395557403564e-01
5.328564643859863281e-01 5.328564643859863281e-01 5.328564643859863281e-01
