,anomaly_type,type,is_clustered,ready,pre_script_start,pre_script_end,submit,execute_start,execute_end,post_script_start,post_script_end,wms_delay,pre_script_delay,queue_delay,runtime,post_script_delay,stage_in_delay,stage_in_bytes,stage_out_delay,stage_out_bytes,kickstart_user,kickstart_site,kickstart_hostname,kickstart_transformations,kickstart_executables,kickstart_executables_argv,kickstart_executables_cpu_time,kickstart_status,kickstart_executables_exitcode
create_dir_1000-genome_0_condorpool,normal,auxiliary,0,1662230399.0,,,1662230400.0,1662230405.0,1662230410.0,1662230410.0,1662230415.0,1.0,,5.0,5.0,5.0,,,,,poseidon,local,host-10-100-100-233.openstacklocal,pegasus::dirmanager,/home/poseidon/pegasus-5.1.0panorama/bin/pegasus-transfer,-n pegasus::dirmanager -N null -i - -R local  -L 1000-genome -T 2022-08-03T06:30:23+00:00 /home/poseidon/pegasus-5.1.0panorama/bin/../bin/pegasus-transfer,0.2,0,0
individuals_ID0000047,normal,compute,0,1662230415.0,,,1662230421.0,1662230441.0,1662232137.0,1662232137.0,1662232142.0,6.0,,20.0,1696.0,5.0,159.0,1014283276.0,5.0,388116.0,poseidon,condorpool,worker2-container-20-23,individuals,/var/lib/condor/execute/dir_57243/pegasus.QcCwLpV6u/individuals,,904.1,0,0
individuals_ID0000046,hdd_5,compute,0,1662230415.0,,,1662230421.0,1662230453.0,1662232637.0,1662232637.0,1662232642.0,6.0,,32.0,2184.0,5.0,428.0,1014283276.0,4.0,357317.0,poseidon,condorpool,worker1-container-28-31,individuals,/var/lib/condor/execute/dir_33794/pegasus.kzupomavg/individuals,,868.4,0,0
individuals_ID0000045,normal,compute,0,1662230415.0,,,1662230421.0,1662230441.0,1662232352.0,1662232352.0,1662232357.0,6.0,,20.0,1911.0,5.0,272.0,1014283276.0,5.0,337363.0,poseidon,condorpool,worker1-container-16-19,individuals,/var/lib/condor/execute/dir_46149/pegasus.TYEkpXVjP/individuals,,918.9,0,0
individuals_ID0000044,normal,compute,0,1662230415.0,,,1662230421.0,1662230441.0,1662232357.0,1662232357.0,1662232362.0,6.0,,20.0,1916.0,5.0,385.0,1014283276.0,5.0,465766.0,poseidon,condorpool,worker1-container-32-35,individuals,/var/lib/condor/execute/dir_41545/pegasus.i3NtUOcNg/individuals,,923.5,0,0
individuals_ID0000049,hdd_5,compute,0,1662230415.0,,,1662230421.0,1662230441.0,1662232642.0,1662232642.0,1662232647.0,6.0,,20.0,2201.0,5.0,803.0,1014283276.0,4.0,409527.0,poseidon,condorpool,worker2-container-4-7,individuals,/var/lib/condor/execute/dir_53691/pegasus.pquTuxNFJ/individuals,,933.4,0,0
individuals_ID0000048,hdd_5,compute,0,1662230415.0,,,1662230421.0,1662230441.0,1662232637.0,1662232637.0,1662232642.0,6.0,,20.0,2196.0,5.0,803.0,1014283276.0,5.0,488922.0,poseidon,condorpool,worker2-container-8-11,individuals,/var/lib/condor/execute/dir_48979/pegasus.0Ceu5KBSq/individuals,,929.0,0,0
individuals_ID0000032,normal,compute,0,1662230415.0,,,1662230421.0,1662230441.0,1662232357.0,1662232357.0,1662232362.0,6.0,,20.0,1916.0,5.0,272.0,1014283276.0,4.0,325553.0,poseidon,condorpool,worker1-container-24-27,individuals,/var/lib/condor/execute/dir_48497/pegasus.IbeNbh0nX/individuals,,920.4,0,0
individuals_ID0000031,hdd_5,compute,0,1662230415.0,,,1662230421.0,1662230443.0,1662232672.0,1662232672.0,1662232677.0,6.0,,22.0,2229.0,5.0,803.0,1014283276.0,5.0,259991.0,poseidon,condorpool,worker2-container-16-19,individuals,/var/lib/condor/execute/dir_37915/pegasus.ErmrwUF6s/individuals,,928.7,0,0
individuals_ID0000030,normal,compute,0,1662230415.0,,,1662230421.0,1662230441.0,1662232162.0,1662232162.0,1662232167.0,6.0,,20.0,1721.0,5.0,27.0,1014283276.0,4.0,221547.0,poseidon,condorpool,worker2-container-28-31,individuals,/var/lib/condor/execute/dir_60674/pegasus.wyHCq0gdV/individuals,,928.2,0,0
individuals_ID0000036,hdd_5,compute,0,1662230415.0,,,1662230421.0,1662230441.0,1662232367.0,1662232367.0,1662232372.0,6.0,,20.0,1926.0,5.0,387.0,1014283276.0,4.0,215982.0,poseidon,condorpool,worker1-container-36-39,individuals,/var/lib/condor/execute/dir_47450/pegasus.Cv6lGS9pr/individuals,,932.3,0,0
sifting_ID0000104,hdd_5,compute,0,1662230415.0,,,1662230421.0,1662230453.0,1662231727.0,1662231727.0,1662231732.0,6.0,,32.0,1274.0,5.0,584.0,1708159164.0,5.0,1055195.0,poseidon,condorpool,worker1-container-12-15,sifting,/var/lib/condor/execute/dir_37188/pegasus.hMDYac0D4/sifting,,5.4,0,0
individuals_ID0000035,hdd_5,compute,0,1662230415.0,,,1662230421.0,1662230441.0,1662232637.0,1662232637.0,1662232642.0,6.0,,20.0,2196.0,5.0,803.0,1014283276.0,5.0,409747.0,poseidon,condorpool,worker2-container-32-35,individuals,/var/lib/condor/execute/dir_50176/pegasus.wsRLoNh5k/individuals,,909.1,0,0
individuals_ID0000033,normal,compute,0,1662230415.0,,,1662230421.0,1662230441.0,1662232137.0,1662232137.0,1662232142.0,6.0,,20.0,1696.0,5.0,41.0,1014283276.0,5.0,416694.0,poseidon,condorpool,worker2-container-24-27,individuals,/var/lib/condor/execute/dir_60707/pegasus.ZsbbBUE7D/individuals,,906.7,0,0
individuals_ID0000039,normal,compute,0,1662230415.0,,,1662230421.0,1662230441.0,1662232372.0,1662232372.0,1662232377.0,6.0,,20.0,1931.0,5.0,380.0,1014283276.0,4.0,278792.0,poseidon,condorpool,worker1-container-0-3,individuals,/var/lib/condor/execute/dir_51030/pegasus.vuiI6EWuC/individuals,,938.5,0,0
individuals_ID0000038,hdd_5,compute,0,1662230415.0,,,1662230421.0,1662230441.0,1662232497.0,1662232497.0,1662232502.0,6.0,,20.0,2056.0,5.0,348.0,1014283276.0,4.0,303315.0,poseidon,condorpool,worker1-container-20-23,individuals,/var/lib/condor/execute/dir_49045/pegasus.H66H8KuWV/individuals,,898.4,0,0
individuals_ID0000037,hdd_5,compute,0,1662230415.0,,,1662230421.0,1662230441.0,1662232467.0,1662232467.0,1662232472.0,6.0,,20.0,2026.0,5.0,405.0,1014283276.0,5.0,275953.0,poseidon,condorpool,worker1-container-8-11,individuals,/var/lib/condor/execute/dir_35185/pegasus.BnyMHOY8d/individuals,,900.4,0,0
individuals_ID0000021,normal,compute,0,1662230415.0,,,1662230421.0,1662230441.0,1662232152.0,1662232152.0,1662232157.0,6.0,,20.0,1711.0,5.0,35.0,1014283276.0,5.0,609150.0,poseidon,condorpool,worker2-container-36-39,individuals,/var/lib/condor/execute/dir_68753/pegasus.gbEAuqmt1/individuals,,909.0,0,0
individuals_ID0000020,normal,compute,0,1662230415.0,,,1662230421.0,1662230441.0,1662232137.0,1662232137.0,1662232142.0,6.0,,20.0,1696.0,5.0,31.0,1014283276.0,5.0,338410.0,poseidon,condorpool,worker2-container-12-15,individuals,/var/lib/condor/execute/dir_47822/pegasus.g0FeoQVqp/individuals,,904.6,0,0
individuals_ID0000025,hdd_5,compute,0,1662230415.0,,,1662230421.0,1662230443.0,1662232637.0,1662232637.0,1662232642.0,6.0,,22.0,2194.0,5.0,803.0,1014283276.0,4.0,505548.0,poseidon,condorpool,worker2-container-16-19,individuals,/var/lib/condor/execute/dir_37913/pegasus.MKWNotmGh/individuals,,910.6,0,0
individuals_ID0000024,hdd_5,compute,0,1662230415.0,,,1662230421.0,1662230441.0,1662232617.0,1662232617.0,1662232622.0,6.0,,20.0,2176.0,5.0,503.0,1014283276.0,4.0,341225.0,poseidon,condorpool,worker1-container-4-7,individuals,/var/lib/condor/execute/dir_38467/pegasus.8iWsndLWp/individuals,,876.9,0,0
individuals_ID0000023,hdd_5,compute,0,1662230415.0,,,1662230421.0,1662230453.0,1662232512.0,1662232512.0,1662232517.0,6.0,,32.0,2059.0,5.0,414.0,1014283276.0,4.0,225460.0,poseidon,condorpool,worker1-container-12-15,individuals,/var/lib/condor/execute/dir_37186/pegasus.mV1R5U9QH/individuals,,920.6,0,0
individuals_ID0000022,hdd_5,compute,0,1662230415.0,,,1662230421.0,1662230453.0,1662232512.0,1662232512.0,1662232517.0,6.0,,32.0,2059.0,5.0,423.0,1014283276.0,4.0,236343.0,poseidon,condorpool,worker1-container-28-31,individuals,/var/lib/condor/execute/dir_33792/pegasus.06TdeEWbn/individuals,,913.7,0,0
individuals_ID0000034,normal,compute,0,1662230415.0,,,1662230421.0,1662230441.0,1662232162.0,1662232162.0,1662232167.0,6.0,,20.0,1721.0,5.0,151.0,1014283276.0,5.0,286441.0,poseidon,condorpool,worker2-container-0-3,individuals,/var/lib/condor/execute/dir_60524/pegasus.e661pw9e4/individuals,,934.9,0,0
individuals_ID0000029,normal,compute,0,1662230415.0,,,1662230421.0,1662230441.0,1662232147.0,1662232147.0,1662232152.0,6.0,,20.0,1706.0,5.0,32.0,1014283276.0,5.0,228431.0,poseidon,condorpool,worker2-container-20-23,individuals,/var/lib/condor/execute/dir_57240/pegasus.lHXmMKiBx/individuals,,912.7,0,0
individuals_ID0000040,normal,compute,0,1662230415.0,,,1662230421.0,1662230441.0,1662232222.0,1662232222.0,1662232227.0,6.0,,20.0,1781.0,5.0,34.0,1014283276.0,19.0,236988.0,poseidon,condorpool,worker2-container-36-39,individuals,/var/lib/condor/execute/dir_68756/pegasus.hWLdvQJVX/individuals,,954.1,0,0
individuals_ID0000042,hdd_5,compute,0,1662230415.0,,,1662230421.0,1662230441.0,1662232412.0,1662232412.0,1662232417.0,6.0,,20.0,1971.0,5.0,403.0,1014283276.0,4.0,309070.0,poseidon,condorpool,worker1-container-4-7,individuals,/var/lib/condor/execute/dir_38469/pegasus.y4xSVtl9V/individuals,,928.2,0,0
